复旦计算机,句子数量,464392,方法,mi,support,10,阈值,300
复合词,复合词,复合词数量,词1数量,词2数量,方法算出值
悬例,悬/例,14,21,1029,300.869452543
学院长沙410073,学院/长沙410073,15,339,44,467.007240547
主研,主/研,10,565,24,342.471976401
包络网格,包络/网格,20,58,470,340.713132795
受限柔性机器人,受限柔性/机器人,11,12,532,800.174185464
陷入局部极,陷入局部/极,11,17,466,644.826054027
证券投资决策,证券投资/决策,16,38,641,305.044420724
信噪比,信/噪比,32,281,38,1391.6973216
准可行方向,准可行/方向,17,17,1209,384.112489661
学术会议论文集,学术/会议论文集,17,109,31,2336.39064812
持卡人,持卡/人,133,135,1249,366.302737004
阅读眼动,阅读眼/动,17,17,184,2523.86956522
90年代初,90年代/初,12,46,80,1514.32173913
11月生,11月/生,22,40,345,740.335072464
石教英,石/教英,20,27,22,15636.0942761
挂接,挂/接,17,30,489,538.150238582
人民邮电出版社,人民/邮电出版社,17,40,17,11609.8
12月生,12月/生,16,33,345,652.63697848
回滚段,回滚/段,28,38,1063,321.903649057
1965年生,1965年/生,22,42,345,705.081021394
研究所杭州310027,研究所/杭州310027,28,372,62,563.778009018
学院武汉430074,学院/武汉430074,16,339,48,456.629301868
国家杰出青年,国家杰出/青年,10,10,37,12551.1351351
超包络,超/包络,33,562,58,470.14774819
1967年生,1967年/生,15,28,345,721.105590062
滑模,滑/模,21,30,322,1009.54782609
ITSAPPLICATIONS2000No.19No.1,ITSAPPLICATIONS2000No.19/No.1,11,11,26,17861.2307692
三史制,三/史制,16,961,25,309.272507804
偏移矢量,偏移/矢量,24,89,406,308.446560027
话者辨认,话/者辨认,15,167,15,2780.79041916
攻读博士学位,攻读/博士学位,18,21,154,2584.74211503
紧豫解,紧豫/解,10,10,1365,340.213919414
工程图纸扫描,工程/图纸扫描,11,1266,13,310.384736906
优秀论文,优秀/论文,11,64,253,315.483695652
服装裁剪片,服装/裁剪片,42,74,99,2662.36199836
引导扇区,引导扇/区,17,17,410,1132.66341463
相位滞后,相位/滞后,14,139,116,403.218060035
开关角,开关/角,28,201,213,303.715600402
开放实验室,开放/实验室,30,277,129,389.88498027
长沙铁道学院,长沙铁道/学院,10,10,339,1369.8879056
溯因诊断,溯因/诊断,10,23,339,595.603437219
攻关项目基金资助,攻关项目/基金资助,11,34,295,509.30329013
80年代中期,80年代/中期,13,63,25,3833.0768254
带通滤波,带/通滤波,17,410,56,343.844250871
上海交通,上海/交通,142,311,423,501.270696981
寻优,寻/优,80,104,1069,334.167086422
鲁棒对角优势,鲁棒/对角优势,17,943,23,363.993913966
异质,异/质,12,103,31,1745.2878171
稳态Kalman滤波器,稳态/Kalman滤波器,12,355,16,981.109859155
9月生,9月/生,18,33,345,734.216600791
3月生,3月/生,14,40,345,471.122318841
微流水,微/流水,19,207,99,430.559117748
长时段预报,长/时段预报,13,571,13,813.295971979
证书授权当局,证书/授权当局,20,284,21,1557.31723675
博士导师,博士/导师,10,261,18,988.488718604
加速比,加速/比,122,223,818,310.58923109
大庆石油学院,大庆/石油学院,14,16,22,18470.1363636
博士学位论文,博士学位/论文,28,154,253,333.734818541
第七研究室北京100083,第七研究室/北京100083,12,16,34,10243.9411765
完美零知识,完美零/知识,12,13,915,468.491298865
拉菜单,拉/菜单,11,50,232,440.371724138
直线斜率,直线/斜率,12,357,48,325.204481793
锁存,锁/存,17,109,106,683.284057469
代数Riccati方程,代数Riccati/方程,14,22,796,371.259022385
Popov判据,Popov判/据,20,20,140,3317.08571429
引脚,引/脚,57,151,106,1653.77633387
城市高速公路交通,城市高速公路/交通,10,14,423,784.181019926
证书颁发机构,证书/颁发机构,12,284,12,1635.18309859
国家攀登计划,国家攀登/计划,15,15,363,1279.31680441
分支语句,分支/语句,59,182,406,370.799653548
学报JOURNALOFSOFTWARE2000Vol.11No.4,学报JOURNALOFSOFTWARE2000/Vol.11No.4,10,43,10,10799.8139535
学报JOURNALOFSOFTWARE2000Vol.11No.2,学报JOURNALOFSOFTWARE2000/Vol.11No.2,16,43,16,10799.8139535
WEIXINGJIYUYINGYONG2000Vol.19No.5,WEIXINGJIYUYINGYONG2000Vol.19/No.5,12,12,13,35722.4615385
公开密钥,公开密/钥,25,25,51,9105.7254902
征文范围,征文/范围,18,28,748,399.114591291
八叉树,八叉/树,17,17,1203,386.028262677
2-邻结,2-邻/结,20,20,1471,315.698164514
苹果公司,苹果/公司,13,22,574,478.072220462
弹簧质点变形,弹簧质点/变形,12,37,178,846.143941695
获硕士学位,获/硕士学位,26,223,75,721.924783259
入射光,入/射光,20,623,20,745.412520064
奇偶向量,奇偶/向量,57,69,1190,322.376616734
开关盒布,开关盒/布,14,46,134,1054.75146009
阶跃谱,阶跃/谱,27,62,62,3261.85848075
ITSAPPLICATIONS2000Vol.19No.6,ITSAPPLICATIONS2000Vol.19/No.6,12,21,21,12636.5170068
导引,导/引,12,82,151,450.064932967
增量编译器,增量/编译器,11,165,86,359.99379845
编码增益GSBC,编码/增益GSBC,10,806,10,576.168734491
电子论坛,电子/论坛,11,617,24,344.969746083
抽壳运算,抽壳/运算,16,36,619,333.435289894
北京航空航天,北京/航空航天,74,701,90,544.698177207
烟丝加香,烟丝/加香,14,26,35,7144.49230769
套接字,套接/字,100,106,621,705.484155197
暂态,暂/态,29,53,702,361.967639628
校园IC卡,校园/IC卡,22,64,139,1148.45143885
CAI课件,CAI课/件,12,12,735,631.82585034
抗噪音能力,抗噪音/能力,11,13,1088,361.16459276
非可行染色体,非/可行染色体,13,1188,13,390.902356902
页码顺序编排,页码/顺序编排,13,17,13,27317.1764706
飞耦合器,飞耦合/器,13,13,1255,370.033466135
哈尔滨工业,哈尔滨/工业,87,126,722,444.115815855
待布物,待布/物,29,37,83,4385.33637252
80年代初,80年代/初,14,63,80,1289.97777778
按字母键,按/字母键,11,1115,14,327.246124279
H∞干扰抑制,H∞/干扰抑制,12,341,50,326.844809384
容错精简强,容错/精简强,21,258,44,859.076109937
空气预热器,空气/预热器,14,35,14,13268.3428571
系统工程研究所西安710049,系统工程研究所/西安710049,12,33,36,4690.82828283
SCSI驱动,SCSI/驱动,36,84,634,313.919783686
油藏数值模拟,油藏数值/模拟,12,12,800,580.49
NanjingUniversityNanjing210093,NanjingUniversityNanjing/210093,11,13,16,24559.1923077
拉列表框,拉列表/框,20,24,102,3794.05228758
收稿日期,收稿/日期,637,687,1032,417.241720547
DW端,DW/端,18,21,1309,304.08730765
发展JOURNALOFCOMPUTERRESEARCHANDDEVELOPMENT1999Vol.36,发展/JOURNALOFCOMPUTERRESEARCHANDDEVELOPMENT1999Vol.36,18,1108,18,419.126353791
低功耗,低/功耗,30,636,53,413.307226771
华中理工,华中理/工,61,64,334,1325.22043413
学报JOURNALOFSOFTWARE2000Vol.11No.3,学报JOURNALOFSOFTWARE2000/Vol.11No.3,17,43,17,10799.8139535
收到修改稿lanlandelaoxu,收到修改稿/lanlandelaoxu,86,100,1023,390.397966764
入匝,入/匝,19,623,27,524.549551156
右互质,右/互质,16,249,65,459.083843065
识率,识/率,20,37,550,456.404914005
傅里叶,傅里/叶,27,27,132,3518.12121212
系合肥230027,系/合肥230027,10,1109,13,322.114170771
Socket套,Socket/套,10,81,160,358.327160494
柱面全景,柱面/全景,15,29,131,1833.60884443
精馏塔,精馏/塔,12,13,28,15309.6263736
软测量,软/测量,58,131,343,599.442191708
日月光华站,日月光华/站,13,13,163,2849.03067485
无穷远极点,无穷远/极点,18,38,210,1047.50075188
代入,代/入,202,332,623,453.534123654
断点续传,断点续/传,13,13,204,2276.43137255
可变多面体法,可变多面体/法,12,12,1441,322.270645385
摄影测量学,摄影测量/学,12,12,273,1701.06959707
待识汉字,待识/汉字,22,34,300,1001.62980392
专业硕士学位,专业/硕士学位,10,168,75,368.565079365
修稿日期,修稿/日期,81,94,1032,387.759277585
均场退火,均/场退火,31,987,31,470.508611955
电子帐簿,电子/帐簿,12,617,19,475.365008957
变焦遗传,变/焦遗传,20,1032,20,449.992248062
坏情形H2,坏/情形H2,15,81,15,5733.2345679
ABR可用带宽,ABR可用/带宽,10,11,449,940.255112371
发送出去,发/送出去,24,402,25,1108.9958209
商务活动,商务/活动,10,28,508,326.484814398
频繁2-项目,频繁2-/项目,11,11,1079,430.391102873
串行口,串行/口,68,403,189,414.597607888
机顶盒,机/顶盒,87,1179,92,372.479477818
MSFlexGrid控件,MSFlexGrid控/件,18,18,735,631.82585034
90年代以来,90年代/以来,12,46,82,1477.38706257
滤波窗,滤波/窗,11,257,49,405.646946716
MICROCOMPUTERAPPLICATIONS2000Vol.16No.1,MICROCOMPUTERAPPLICATIONS2000Vol.16/No.1,13,13,26,17861.2307692
推导出,推/导出,10,74,125,502.045405405
研究所北京100080,研究所/北京100080,42,372,129,406.444611153
SPI总线,SPI/总线,10,36,417,309.347188916
送往,送/往,14,223,48,607.388639761
直不可约,直不可/约,17,23,134,2561.53926022
任一时刻,任一时/刻,15,16,32,13605.234375
淡入淡出,淡入/淡出,10,16,15,19349.6666667
干扰衰减,干扰/衰减,10,219,67,316.494241123
国家自然科学基金资助,国家自然科学/基金资助,98,105,295,1469.26282486
无线接入设备,无线接入/设备,22,24,1315,323.720659062
科技攻关项目,科技/攻关项目,17,310,34,749.019354839
趋近,趋/近,16,49,234,648.026513169
多边形拟合,多边形/拟合,12,136,120,341.464705882
锁具耐用度测试仪,锁具耐/用度测试仪,14,14,14,33170.8571429
千兆位,千兆/位,30,38,775,473.064855688
浮动飞行头,浮动飞行/头,11,11,216,2149.96296296
报表数据字典,报表/数据字典,14,220,16,1847.01363636
协方差,协方/差,32,36,620,665.794982079
盘符,盘/符,12,125,85,524.489788235
6月生,6月/生,21,37,345,763.98213866
击付费业务,击付费/业务,10,11,422,1000.41361482
斯白噪声,斯白/噪声,10,13,392,911.287284144
获博士学位,获/博士学位,32,223,154,432.722147807
回卷,回/卷,34,243,186,349.336873313
模拟退火,模拟/退火,68,788,133,301.311552994
开关电源,开关/电源,14,173,116,323.972892167
学硕士学位,学/硕士学位,10,261,39,456.225562432
分词标引,分词标/引,10,13,41,8712.79549719
微进,微/进,34,165,259,369.470644671
工程COMPUTERENGINEERING1999年第25卷第12期,工程COMPUTERENGINEERING1999年第25/卷第12期,14,57,14,8147.22807018
南京理工,南京理/工,31,31,195,2381.4974359
发表学术论文,发表/学术论文,10,156,23,1294.29208473
初态,初/态,21,54,491,367.814437656
中国科学院沈阳自动化,中国科学院沈阳/自动化,11,11,858,541.249417249
弹性模板匹配,弹性模板/匹配,35,35,856,542.514018692
南京航空航天,南京/航空航天,11,184,16,1735.16032609
模态截取,模态/截取,27,142,60,1471.66478873
标记态射,标记/态射,18,670,38,328.321131186
测功器,测功/器,10,10,1242,373.906602254
无纹波,无/纹波,20,1063,22,397.153852732
自动化学报ACTAAUTOMATICASINICA2000Vol.26No.1,自动化学报ACTAAUTOMATICASINICA2000/Vol.26No.1,24,24,24,19349.6666667
放入,放/入,69,256,382,327.665330497
序贯路径无关,序贯路径/无关,10,10,252,1842.82539683
弯曲体纹理,弯曲体/纹理,21,25,217,1797.64645161
双互质分解,双互质/分解,13,13,763,608.639580603
频繁1-项目序列,频繁1-项目/序列,13,20,792,381.12979798
SCSI适配卡,SCSI适配/卡,12,12,450,1031.98222222
不可微,不可/微,15,126,165,335.059163059
分层递阶,分层/递阶,19,142,96,647.259976526
范围之内,范围/之内,19,730,40,302.172876712
半共享跳跃式流水寄存器堆,半共享跳跃式/流水寄存器堆,10,10,12,38699.3333333
单钥,单/钥,14,634,26,394.412035914
研究所南京210093,研究所/南京210093,14,302,42,512.573951435
国防工业出版社,国防工业/出版社,31,31,596,779.181208054
延迟离散Hopfield型,延迟离散Hopfield/型,20,26,944,378.415906128
限幅,限/幅,14,57,313,364.412757132
白长,白/长,28,65,547,365.714414288
加香比,加香/比,13,21,696,413.047071702
三维服装,三维/服装,11,523,32,305.228967495
滑动模态,滑动模/态,21,31,491,640.709020432
发展JOURNALOFCOMPUTERRESEARCHANDDEVELOPMENT1999年第36卷第9期Vol.36No.91999,发展JOURNALOFCOMPUTERRESEARCHANDDEVELOPMENT1999年第36/卷第9期Vol.36No.91999,10,19,10,24441.6842105
收修改稿日期,收修改稿/日期,43,43,314,1478.95541401
签名公钥解开,签名/公钥解开,13,322,13,1442.21118012
签名公钥证书,签名/公钥证书,15,322,49,441.493218405
专业博士学位,专业/博士学位,12,158,76,464.082611592
嵌套谓词等式系,嵌套/谓词等式系,11,225,19,1194.92678363
敏捷制造,敏捷/制造,29,90,321,466.160193839
签名私钥加密,签名私钥/加密,10,18,414,623.177670424
原稿收到日期,原稿收到/日期,40,40,314,1478.95541401
柔性机械臂动力学,柔性/机械臂动力学,10,92,10,5047.73913043
CD补乐机,CD补乐/机,10,10,1092,425.267399267
近场记录,近场/记录,45,52,1015,395.938613111
反标架规范化,反/标架规范化,11,312,11,1488.43589744
打印口,打印/口,17,180,121,362.473094582
反合一.,反/合一.,15,312,15,1488.43589744
INFORMATIONANDCONTROL1999年第28卷,INFORMATIONANDCONTROL1999/年第28卷,14,14,14,33170.8571429
复合三角Bzier曲面,复合三角/Bzier曲面,19,20,21,21008.2095238
收到修改稿日期,收到修改稿/日期,11,14,314,1162.03639672
扇入,扇/入,30,109,382,334.592439598
修改稿收到日期,修改稿收到/日期,40,40,314,1478.95541401
简介见本刊,简介/见本刊,20,490,31,611.444371297
城市交通,城市/交通,15,82,261,325.477992711
卷积,卷/积,22,186,131,419.298366576
自动分词标,自动/分词标,10,1174,13,304.27991089
求导,求/导,32,690,70,307.671718427
微增率,微增/率,23,23,530,876.211320755
相角裕度,相角裕/度,11,11,1059,438.519357885
交叉开关,交叉/开关,34,273,173,334.314256071
马尔可夫决策,马尔可夫/决策,14,34,625,305.952376471
Timer控件,Timer控/件,23,23,705,658.712056738
工程ComputerEngineering1999年第25卷第9期Vol.25No.91999,工程ComputerEngineering1999年第25/卷第9期Vol.25No.91999,10,18,10,25799.5555556
森林类别型构,森林类别型/构,13,13,103,4508.66019417
修稿lanlandelaoxu,修稿/lanlandelaoxu,13,13,937,495.615795091
学报JOURNALOFSOFTWARE1999年第2期No.21999,学报JOURNALOFSOFTWARE1999年/第2期No.21999,10,80,10,5804.9
国家重点实验室南京210093,国家/重点实验室南京210093,49,340,49,1365.85882353
国家重点实验室北京100080,国家/重点实验室北京100080,12,340,12,1365.85882353
样式模板,样式/模板,17,54,486,300.817863131
偏微分方程,偏微分/方程,20,22,782,539.86514764
科技项目网上申报,科技/项目网上申报,11,301,13,1305.47201636
低通滤波器,低/通滤波器,12,576,22,439.765151515
三角Bzier曲面片,三角/Bzier曲面片,15,71,21,4671.95171026
曾获,曾/获,13,103,165,355.227772874
回放,回/放,27,209,187,320.819384387
COMPUTERAPPLICATIONS1999年第19卷第9期Vol.19No.91999,COMPUTERAPPLICATIONS1999年第19卷第9/期Vol.19No.91999,10,12,10,38699.3333333
截面序列,截面/序列,33,65,779,302.655001481
逐步求精定位法,逐步求精定位/法,11,11,1429,324.976906928
学报JOURNALOFSOFTWARE1999年第19卷第3期Vol.19No.31999,学报JOURNALOFSOFTWARE1999/年第19卷第3期Vol.19No.31999,12,12,12,38699.3333333
移进,移/进,23,143,225,331.966309246
学报JOURNALOFSOFTWARE1999年第10卷第7期No.7Vol.101999,学报JOURNALOFSOFTWARE1999年第10卷/第7期No.7Vol.101999,10,27,10,17199.7037037
工程COMPUTERENGINEERING1999年第25卷第10期Vol.25No.101999,工程COMPUTERENGINEERING1999年第25卷/第10期Vol.25No.101999,11,13,11,35722.4615385
自动化学报ACTAAUTOMATICASINICA1997年第23卷第4期Vol.23No.41997,自动化学报ACTAAUTOMATICASINICA1997年第23卷/第4期Vol.23No.41997,22,69,22,6730.31884058
工程COMPUTERENGINEERING1999年第25卷第8期Vol.25No.81999,工程COMPUTERENGINEERING1999年第25卷第8期/Vol.25No.81999,10,12,10,38699.3333333
摄象机,摄象/机,21,23,1082,391.876235634
自动化学报ACTAAUTOMATICASINICA1997年第23卷第1期Vol.23No.11997,自动化学报ACTAAUTOMATICASINICA1997年第23卷/第1期Vol.23No.11997,19,69,19,6730.31884058
自动化学报ACTAAUTOMATICASINICA1998年第24卷第5期Vol.24No.51998,自动化学报ACTAAUTOMATICASINICA1998/年第24卷第5期Vol.24No.51998,20,50,20,9287.84
数字摄象IC,数字摄象/IC,14,17,34,11248.2491349
自动化学报ACTAAUTOMATICASINICA1998年第24卷第4期Vol.24No.41998,自动化学报ACTAAUTOMATICASINICA1998年第24/卷第4期Vol.24No.41998,25,25,25,18575.68
压入,压/入,14,75,283,306.312744405
中国自动化学会,中国/自动化学会,56,405,71,904.397565641
COMPUTERAPPLICATIONS1999年第19卷第6期Vol.19No.61999,COMPUTERAPPLICATIONS1999年第19卷/第6期Vol.19No.61999,10,23,10,20190.9565217
工控,工/控,81,128,934,314.639253212
放音,放/音,23,187,149,383.340487385
摄像机定标,摄像机/定标,32,244,90,676.709653916
高速公路交通流,高速公路交通/流,18,27,1002,308.97671324
自动化学报ACTAAUTOMATICASINICA1998年第24卷第1期Vol.24No.11998,自动化学报ACTAAUTOMATICASINICA1998/年第24卷第1期Vol.24No.11998,26,50,26,9287.84
学报JOURNALOFSOFTWARE1999年第10卷第5期Vol.10No.51999,学报/JOURNALOFSOFTWARE1999年第10卷第5期Vol.10No.51999,10,371,10,1251.73045822
自动化学报ACTAAUTOMATICASINICA1997年第23卷第5期Vol.23No.51997,自动化学报ACTAAUTOMATICASINICA1997年第23/卷第5期Vol.23No.51997,22,22,22,21108.7272727
学报JOURNALOFSOFTWARE1999年第10卷第11期Vol.10No.111999,学报JOURNALOFSOFTWARE1999年/第10卷第11期Vol.10No.111999,11,32,11,14512.25
自动化学报ACTAAUTOMATICASINICA2000Vol.26No.3,自动化学报ACTAAUTOMATICASINICA2000Vol.26/No.3,25,26,28,15947.5274725
CG国家重点实验室杭州310027,CG国家/重点实验室杭州310027,19,27,29,11268.7713921
自动化学报ACTAAUTOMATICASINICA1999年第25卷第1期vol.25No.11999,自动化学报ACTAAUTOMATICASINICA1999年第25卷/第1期vol.25No.11999,11,23,11,20190.9565217
自动化学报ACTAAUTOMATICASINICA1999年第25卷第6期Vol.25No.61999,自动化学报ACTAAUTOMATICASINICA1999年第25卷/第6期Vol.25No.61999,12,23,12,20190.9565217
自动化学报AGTAAUTOMATICASINICA1999年第25卷第2期Vol.25No.21999,自动化学报AGTAAUTOMATICASINICA1999年第25/卷第2期Vol.25No.21999,22,24,22,19349.6666667
学报JOURNALOFSOFTWARE1999年第6期第10卷Vol.10No.61999,学报/JOURNALOFSOFTWARE1999年第6期第10卷Vol.10No.61999,10,371,10,1251.73045822
加速度开环频率,加速度开环/频率,10,14,449,738.771874006
优鲁棒解析余度,优鲁棒解析余/度,13,13,1047,443.545367717
柔性制造,柔性/制造,17,82,292,329.713665219
确定性退火,确定性/退火,23,459,65,358.002882521
自动化学报ACTAAUTOMATICASINICA1997年第23卷第3期vol.23No.31997,自动化学报ACTAAUTOMATICASINICA1997年第23卷/第3期vol.23No.31997,26,69,26,6730.31884058
自动化学报ACTAAUTOMATICASINICA1999年第25卷第5期Vol.25No.51999,自动化学报ACTAAUTOMATICASINICA1999年第25/卷第5期Vol.25No.51999,20,20,27,17199.7037037
ITSAPPLICATIONS1999年第18卷第1期,ITSAPPLICATIONS1999年/第18卷第1期,13,13,13,35722.4615385
ComputerApplications1999年第19卷第8期Vol.19,ComputerApplications1999/年第19卷第8期Vol.19,13,27,13,17199.7037037
ITSAPPLICATIONS1999年第18卷第2期,ITSAPPLICATIONS1999年第18卷第2/期,12,12,199,2333.6281407
学报JOURNALOFSOFTWARE1999年第4期第10卷,学报JOURNALOFSOFTWARE1999年第4/期第10卷,11,11,11,42217.4545455
音响模拟,音响/模拟,10,21,720,307.137566138
ComputerApplications1999年第19卷第7期,ComputerApplications1999/年第19卷第7期,14,27,14,17199.7037037
发展JOURNALOFCOMPUTERRESEARCHANDDEVELOPMENT1999年第36卷第10期Vol.36No.10,发展JOURNALOFCOMPUTERRESEARCHANDDEVELOPMENT1999年第36卷第10/期Vol.36No.10,10,10,10,46439.2
COMPUTERAPPLICATIONS1999年第19卷第10期,COMPUTERAPPLICATIONS1999年第19卷/第10期,11,23,13,17084.6555184
数字签名,数字/签名,119,556,294,338.072285029
智能交通地理,智能/交通地理,11,922,14,395.747753331
夭折率,夭折/率,13,38,507,313.354925776
置信度,置信/度,23,34,1047,300.045395809
InformationandControl1999年第28卷第1期Vol.28No.11999,InformationandControl1999年第28卷第1/期Vol.28No.11999,10,10,10,46439.2
自动化学报ACTAAUTOMATICASINICA1997年第23卷第6期Vol.23No.61997,自动化学报ACTAAUTOMATICASINICA1997/年第23卷第6期Vol.23No.61997,24,25,24,18575.68
三音,三/音,90,945,126,351.0143613
数字地球,数字/地球,10,437,28,379.529257927
学报JOURNALOFSOFTWARE1999年第10卷第10期Vol.10No.101999,学报JOURNALOFSOFTWARE1999年/第10卷第10期Vol.10No.101999,11,21,11,22113.9047619
心定弯曲纹元,心/定弯曲纹元,15,59,25,4722.63050847
WEIXINGJIYUYINGYONG1999年3月第18卷第3期,WEIXINGJIYUYINGYONG1999年3月第18卷第3/期,10,10,187,2483.37967914
联机手写汉字,联机手写/汉字,11,14,278,1312.51593011
获工学博士学位,获工学/博士学位,15,22,55,5756.92561983
全双工,全/双工,14,303,18,1192.05867253
中国博士后科学,中国博士后/科学,16,21,854,414.31203301
