复旦经济,句子数量,815851,方法,mi,support,10,阈值,100
复合词,复合词,复合词数量,词1数量,词2数量,方法算出值
银企重组,银企/重组,18,61,799,301.30527914
第322页,第322/页,10,10,3492,233.634306987
东欧剧变,东欧/剧变,15,364,51,659.220265029
股市走势,股市/走势,44,829,232,186.646998877
朱总理,朱/总理,10,84,122,796.107533177
动态模拟,动态/模拟,29,668,153,231.494647959
电力蒸汽,电力/蒸汽,10,306,23,1159.20858198
翻一番,翻/一番,22,94,71,2689.35001498
第67页,第67/页,12,19,3492,147.558509676
芒德尔,芒/德尔,25,65,27,11621.8091168
恶性循环,恶性/循环,36,143,603,340.612044672
股价下跌,股价/下跌,10,169,346,139.523719944
马克思晚年,马克思/晚年,17,1894,49,149.445800918
弥贫,弥/贫,43,141,464,536.219017486
苏东,苏/东,27,154,441,324.351046912
那疤,那/疤,11,671,35,382.131615925
华东师范大学,华东/师范大学,11,27,121,2746.97306397
农林牧渔业,农林牧/渔业,12,16,144,4249.22395833
第12版,第12/版,57,134,1474,235.441721177
联产承包制,联产承包/制,20,97,1241,135.549315899
黑箱,黑/箱,14,55,46,4514.59051383
相继出台,相继/出台,16,180,379,191.345880973
远远超出,远远/超出,22,376,177,269.694704892
蟛糠,蟛/糠,13,59,106,1695.88471378
流动性陷阱,流动性/陷阱,35,269,169,628.116077517
联邦德国,联邦/德国,37,212,611,233.042699873
避税,避/税,11,27,851,390.580188885
朝鲜半岛,朝鲜/半岛,10,85,38,2525.85448916
迁海,迁/海,12,105,179,520.894493216
天津开发区,天津/开发区,26,251,350,241.45846329
隐蔽失业率,隐蔽/失业率,13,59,698,257.541231606
刑事责任,刑事/责任,10,26,1633,192.154835367
邮电通信业,邮电/通信业,11,89,16,6302.21980337
稳态,稳/态,14,142,85,946.306048053
股份有限公司,股份/有限公司,65,505,186,564.572713723
列宁选集,列宁/选集,29,311,178,427.394035189
交税金,交/税金,12,410,62,385.13815893
按现价,按/现价,10,1829,36,123.906658162
货仓,货/仓,11,238,39,966.856388709
博士生导师,博士生/导师,55,101,62,7165.73059725
离土,离/土,28,197,120,966.320981387
相当一部分,相当/一部分,111,1721,440,119.591491469
附加价值,附加/价值,43,85,2949,139.95409411
前沿阵地,前沿/阵地,14,109,41,2555.80980085
权威人士,权威/人士,10,178,171,268.036993232
最低运量,最低/运量,10,406,23,873.689226815
负担过重,负担/过重,14,713,39,410.756787859
郑氏政权,郑氏/政权,15,20,226,2707.47013274
突破性进展,突破性/进展,15,41,388,769.283693739
12月7日,12月/7日,16,309,39,1083.19774293
趋于缓和,趋于/缓和,13,453,88,266.056165964
第9轮,第9/轮,11,106,445,190.255692177
≈魈,≈/魈,10,45,107,1694.39460021
建国50年,建国/50年,13,247,205,209.461103979
遍及全球,遍及/全球,12,34,2351,122.478694923
安第斯共同体,安第斯/共同体,14,14,167,4885.33532934
海峡两岸,海峡/两岸,38,62,184,2717.59624825
重工业优先,重工业/优先,35,368,483,160.651189351
永续,永/续,12,57,46,3733.87185355
零存货,零/存货,10,321,132,192.544840933
蚕种饲养量,蚕种/饲养量,12,50,14,13986.0171429
赌博业,赌博/业,13,42,1615,156.362420758
充满信心,充满/信心,18,189,342,227.19326093
正处在,正/处在,69,1729,304,107.100466881
选民们,选民/们,10,72,552,205.276519726
重蹈,重/蹈,15,886,77,179.3815045
蟮木,蟮/木,10,196,356,116.924300619
俏夜,俏/夜,18,65,307,735.921723879
严复文选,严复/文选,74,207,351,830.931279849
建国以来,建国/以来,88,247,2861,101.5964917
各级领导班子,各级/领导班子,11,390,55,418.385128205
贯彻执行,贯彻/执行,42,324,658,160.72714736
闹贫,闹/贫,26,366,464,124.906526757
酶母,酶/母,11,44,577,353.48830156
葡萄牙商人,葡萄牙/商人,12,175,265,211.109692722
江泽民总书记,江泽民/总书记,45,269,68,2007.06839055
不可低估,不可/低估,33,690,99,394.130917874
南朝鲜,南/朝鲜,10,474,85,202.494663688
蟮姆,蟮/姆,10,196,328,126.905643355
桃狄,桃/狄,26,54,69,5693.00214707
食品加工业,食品/加工业,28,410,428,130.179097333
显得尤为,显得/尤为,16,238,135,406.275007781
游戏规则,游戏/规则,85,125,1116,497.113512545
涣甲,涣/甲,10,67,100,1217.6880597
暂行规定,暂行/规定,35,72,1463,271.082868155
跋斓,跋/斓,10,158,100,516.361392405
毛泽东选集,毛泽东/选集,36,274,178,602.202821291
具代表性,具/代表性,14,310,112,328.972177419
只剩下,只/剩下,15,2019,51,118.849022521
住房公积金,住房/公积金,10,600,15,906.501111111
活期存款,活期/存款,22,31,783,739.452148478
物耗率,物耗/率,10,28,1587,183.601359258
不能离开,不能/离开,12,568,155,111.20186279
潭壬,潭/壬,25,103,36,5500.6135383
刘宪法,刘/宪法,12,128,221,346.09063914
贫困线以下,贫困线/以下,25,41,1452,342.610276826
噬鲜,噬/鲜,12,58,139,1214.36516993
10月1日,10月/1日,10,306,153,174.260113632
江南平原,江南/平原,10,204,49,816.177470988
国内外学术界,国内外/学术界,14,442,186,138.932442952
绩优,绩/优,19,62,531,470.845301015
大干快,大干/快,10,10,1443,565.385308385
换算成,换算/成,15,40,1351,226.457531458
奢崇俭,奢/崇俭,14,43,16,16601.619186
檬盗,檬/盗,14,110,98,1059.54675325
字路,字/路,62,387,486,268.93994109
核资,核/资,11,58,297,520.977650064
CGE模型,CGE/模型,11,18,1506,331.05950273
现实主义运动,现实主义/运动,18,43,686,497.841141772
薪酬,薪/酬,17,112,36,3439.84796627
东部沿海,东部/沿海,134,890,731,168.038294471
檬贝,檬/贝,26,110,101,1909.28226823
收支差额,收支/差额,18,475,140,220.831849624
至1891年,至/1891年,10,1812,12,375.207413539
开采量,开采/量,19,77,1253,160.665509271
抽样调查,抽样/调查,20,48,733,463.762505684
赛博,赛/博,10,29,330,852.508881923
套利,套/利,64,386,723,187.096309992
民事责任,民事/责任,12,54,1633,111.022793767
耐用消费品,耐用/消费品,117,125,719,1062.08141307
消灭剥削,消灭/剥削,25,230,222,399.457011359
十五大报告,十五大/报告,111,376,1333,180.682393338
涉及面广,涉及面/广,10,21,250,1554.00190476
被誉为,被/誉为,24,3495,28,200.086082158
中共十四,中共/十四,16,144,117,774.787274454
牟涣,牟/涣,13,207,67,764.731631697
纺织成衣,纺织/成衣,13,240,38,1162.94550439
记录媒介,记录/媒介,11,168,91,587.019950288
军费开支,军费/开支,22,29,309,2002.98203326
定期存款,定期/存款,28,129,783,226.160840338
恶性通货膨胀,恶性/通货膨胀,30,143,1167,146.664569364
夺取政权,夺取/政权,11,30,226,1323.6520649
养蚕,养/蚕,51,132,231,1364.56778827
Ｒ话,Ｒ/话,10,246,239,138.764329694
联想集团,联想/集团,16,50,1484,175.924743935
潭鹊,潭/鹊,16,103,143,886.252698758
朝鲜战争,朝鲜/战争,10,85,271,354.178858259
归功于,归功/于,37,38,7163,110.900633372
差值率,差值/率,10,11,1587,467.348914476
企事业单位,企事业/单位,41,52,1860,345.842545492
省级农垦,省级/农垦,10,60,104,1307.45352564
琼斯指数,琼斯/指数,13,32,753,440.158657039
底橹,底/橹,10,607,99,135.764731333
待购,待/购,11,144,196,317.969139739
自成体系,自成/体系,10,11,3889,190.712966643
扩大内需,扩大/内需,493,4319,741,125.677159799
件好事,件/好事,15,296,36,1148.43890766
投包,投/包,13,415,129,198.114560568
探析,探/析,26,47,95,4750.75610302
习惯性通道,习惯性/通道,10,13,359,1748.12727662
Ｔ谡,Ｔ/谡,30,198,114,1084.33147262
流动党员,流动/党员,20,1545,79,133.685797386
Ｔ诠,Ｔ/诠,14,198,172,335.386246183
计提,计/提,15,297,211,195.282445306
日韩三国,日/韩三国,11,915,12,817.337067395
古典主义复兴,古典主义/复兴,19,75,96,2152.94013889
簿褪,簿/褪,13,70,190,797.448345865
余粮率,余粮/率,11,32,1587,176.716308286
相似系数,相似/系数,14,188,550,110.463384913
汽车零部件,汽车/零部件,14,779,110,133.293429805
锥危,锥/危,25,94,79,2746.60315109
副主席,副/主席,11,324,111,249.537342898
规制,规/制,87,110,1241,519.954853124
火炬计划,火炬/计划,10,13,2775,226.154123354
副主任,副/主任,31,324,91,857.800196717
电话普及率,电话/普及率,11,189,47,1010.28492626
代表人物,代表/人物,54,1203,94,389.592985621
就业门路,就业/门路,12,2990,19,172.332547087
双紧,双/紧,15,233,144,364.740253934
入关,入/关,31,480,321,164.144476895
公益事业,公益/事业,16,52,636,394.702951137
呕菡,呕/菡,20,61,24,11145.5054645
广东省委,广东/省委,17,458,69,438.879406367
建模,建/模,13,214,191,259.481895582
二战后,二战/后,98,165,4615,104.998060343
两岸经贸,两岸/经贸,31,184,538,255.489140537
层含义,层/含义,23,223,320,262.956460202
紧紧围绕,紧紧/围绕,34,76,286,1276.17473316
谥贫,谥/贫,15,118,464,223.512657072
搞不好,搞/不好,16,802,151,107.790259451
家庭副业,家庭/副业,12,1145,33,259.103136165
路线方针,路线/方针,14,165,521,132.867027279
⒄咕,⒄/咕,11,852,37,284.683447532
摘要题,摘要/题,29,150,110,1433.91993939
主观意志,主观/意志,16,244,211,253.547043742
全球1000,全球/1000,69,2351,203,117.953619988
自筹资金,自筹/资金,21,34,4223,119.324643758
绱耍,绱/耍,11,21,194,2202.8377516
全盘否定,全盘/否定,12,37,405,653.334134134
失业救济金,失业/救济金,12,1480,13,508.846777547
饭吃,饭/吃,14,54,265,798.177078966
刚刚起步,刚刚/起步,27,151,226,645.489568071
瓜菜,瓜/菜,13,43,42,5872.68161683
蕴藏着,蕴藏/着,17,28,4404,112.474592903
抵押担保,抵押/担保,10,145,261,215.576958647
还本付息,还本/付息,45,51,56,12854.7951681
熟练工人,熟练/工人,19,89,811,214.760096427
皇窃,皇/窃,11,214,113,371.117401373
水份,水/份,14,239,341,140.147903655
苏维埃政权,苏维埃/政权,13,42,226,1117.36862621
80%以上,80%/以上,12,48,1974,103.324594732
难以估量,难以/估量,10,1513,32,168.508550892
解散托拉斯,解散/托拉斯,10,32,25,10198.1375
江东犁,江东/犁,12,14,41,17056.1184669
知名品牌,知名/品牌,19,60,190,1359.75166667
贫富差距,贫富/差距,66,173,1928,161.436470151
解脱出来,解脱/出来,21,27,889,713.78040245
江小涓,江小/涓,22,22,46,17735.8913043
这项工作,这项/工作,18,45,3199,102.013254142
达到创纪录,达到/创纪录,10,2568,24,132.374578141
资本主义尾巴,资本主义/尾巴,14,3061,24,155.476342154
1月2日,1月/2日,10,275,29,1023.01065831
党政社团,党政/社团,25,97,200,1051.35438144
调减,调/减,11,215,336,124.229803433
700亿美元,700亿/美元,10,16,3855,132.271562905
花旗银行,花旗/银行,22,30,5532,108.150891781
币待,币/待,10,176,144,321.910905934
庇古,庇/古,10,47,94,1846.65233137
检验真理,检验/真理,12,266,86,427.968700822
常数项,常数/项,16,46,1533,185.110411526
暂行条例,暂行/条例,19,72,180,1196.07785494
放开搞活,放开/搞活,33,342,162,485.941141434
买不到,买/不到,10,339,69,348.788422898
远远低于,远远/低于,50,376,846,128.239745234
拐铰,拐/铰,24,55,78,4564.2013986
基金管理人,基金/管理人,54,1206,55,664.19348711
煊颍,煊/颍,17,73,114,1666.60261956
教研部,教研/部,10,12,563,1207.59473061
重复建设,重复/建设,285,497,4484,104.335888211
反倾销,反/倾销,69,585,91,1057.45691744
结社自由,结社/自由,11,22,1654,246.629685611
空洞化,空洞/化,11,25,2496,143.819887821
摊销,摊/销,21,42,192,2124.61197917
从业人数,从业/人数,40,267,596,205.075283413
中南财经,中南/财经,13,20,339,1564.3160767
经典著作,经典/著作,12,124,292,270.38809103
中外合资,中外/合资,15,125,214,457.486542056
商馆,商/馆,12,625,38,412.219452632
兼并浪潮,兼并/浪潮,16,462,263,107.431863447
淡水养殖业,淡水/养殖业,12,79,37,3349.37119398
兄朴,兄/朴,14,279,44,930.426360378
实力雄厚,实力/雄厚,33,877,157,195.535467612
焙汀,焙/汀,11,39,51,4511.99648064
4000亿美元,4000亿/美元,17,22,3855,163.535750501
缘姆,缘/姆,10,202,328,123.1361688
海洋考古,海洋/考古,32,269,99,980.332394578
指导性计划,指导性/计划,23,52,2775,130.038620929
首席执行官,首席/执行官,12,32,12,25495.34375
固定资产折旧,固定资产/折旧,12,649,84,179.584195466
卫生保健,卫生/保健,13,145,88,831.196159875
驻外机构,驻外/机构,10,18,3108,145.833512084
从业人员,从业/人员,205,267,1956,320.246652957
股分红,股/分红,12,828,48,246.331823671
急剧膨胀,急剧/膨胀,12,287,287,118.85796841
粤海关,粤/海关,15,145,188,448.927549523
平减,平/减,12,280,336,104.062627551
财贸学院,财贸/学院,17,77,497,362.420418616
文献选编,文献/选编,12,2166,24,188.331255771
联合国开发计划署,联合国/开发计划署,15,247,15,3303.04048583
蒲谢,蒲/谢,13,104,108,944.271990741
恩格尔系数,恩格尔/系数,39,41,550,1411.00616408
调适,调/适,17,215,103,626.302415895
边缘学科,边缘/学科,16,121,614,175.702156298
贫富差别,贫富/差别,15,173,639,110.701918641
老年人口,老年/人口,23,43,2727,160.023989221
不满情绪,不满/情绪,15,64,104,1838.60652043
借钱,借/钱,17,181,657,116.631490872
12月31日,12月/31日,12,309,35,905.243828017
博士论文,博士/论文,18,199,411,179.551259949
蚕丝业,蚕丝/业,20,38,1615,265.879419912
实务,实/务,66,326,122,1353.87121593
粮食购销,粮食/购销,12,866,63,179.445947432
幕肪,幕/肪,17,293,161,294.012825133
奈⒐,奈/⒐,12,167,161,364.124372373
颐怯,颐/怯,11,176,102,499.90870098
澳两地,澳/两地,10,615,102,130.057548223
设备陈旧,设备/陈旧,10,1181,65,106.279033414
第23卷,第23/卷,31,48,1081,487.422544712
笠档,笠/档,127,945,420,261.055875535
自我防御,自我/防御,16,546,44,543.357309357
部长级会议,部长级/会议,13,17,670,931.173222125
曾一度,曾/一度,32,833,149,210.343724067
许涤,许/涤,16,70,117,1593.84810745
系讲师,系/讲师,13,560,60,315.656636905
积极稳妥,积极/稳妥,26,2579,50,164.498844513
师范学院学报,师范学院/学报,16,28,338,1379.29163145
新华出版社,新华/出版社,12,28,1972,177.30751956
这样一来,这样/一来,21,2779,27,228.337811363
通商口岸,通商/口岸,22,63,180,1582.77971781
保值增值,保值/增值,75,169,377,960.382104123
种种迹象,种种/迹象,13,360,159,185.291107617
组群,组/群,31,313,229,352.852114346
进出口额,进/出口额,23,592,212,149.513744582
晕侍,晕/侍,12,77,282,450.870958828
骄赫,骄/赫,12,56,226,773.56289507
相互交织,相互/交织,21,1562,60,182.809122919
转引自,转引/自,77,81,1504,515.666264447
政治家们,政治家/们,17,90,552,279.176066828
加入世贸组织,加入/世贸组织,68,860,165,390.964538407
２１世纪,２１/世纪,25,26,3220,243.624880554
讨校,讨/校,33,76,205,1728.05410783
档案资料,档案/资料,10,60,1271,106.982821925
笠祷,笠/祷,19,945,120,136.694611993
横向联合,横向/联合,18,152,695,139.012854979
留存收益,留存/收益,15,20,1700,359.934264706
普惠制,普惠/制,38,38,1241,657.414182111
赌业,赌/业,14,62,1615,114.070847898
坚决制止,坚决/制止,10,154,81,654.041205708
不可忽视,不可/忽视,75,690,469,189.081996848
未来学家,未来学/家,15,20,2396,255.379069282
马克思主义经济学说,马克思主义/经济学说,14,985,62,187.029867365
79553亿元,79553亿/元,11,11,4373,186.565515664
封建法制,封建/法制,10,251,310,104.851690014
地域狭小,地域/狭小,10,307,86,309.011059768
柯布,柯/布,13,17,81,7702.29702251
援助金,援助/金,11,240,202,185.114707096
行∑,行/∑,27,544,71,570.318377175
研讨会论文集,研讨会/论文集,10,142,60,957.571596244
司法机关,司法/机关,27,201,385,284.654351619
校对者,校对/者,56,57,2314,346.386268177
∑笠,∑/笠,41,71,945,498.545212013
移动电话,移动/电话,23,198,189,501.431591043
环形曲线,环形/曲线,13,13,693,1177.27417027
开工不足,开工/不足,18,42,1974,177.127876683
地域辽阔,地域/辽阔,15,307,47,848.136738513
恋兀,恋/兀,11,93,116,831.883667037
颐遣,颐/遣,12,176,91,611.276973027
休克疗法,休克/疗法,131,152,134,5247.27420463
江泽民主席,江泽民/主席,17,269,111,464.498710607
付出代价,付出/代价,16,308,417,101.635180168
暴露出来,暴露/出来,35,153,889,209.935412485
流动资金贷款,流动资金/贷款,14,39,2024,144.698413905
牛耳,牛/耳,11,171,22,2385.52923977
中华人民共和国成立,中华人民共和国/成立,32,130,829,242.249531409
式穑,式/穑,10,985,58,142.806056363
挡棵,挡/棵,20,110,137,1082.74850697
部梢,部/梢,25,563,242,149.701826109
人口老龄化,人口/老龄化,27,2727,58,139.271252987
乐观情绪,乐观/情绪,12,169,104,557.021620391
资料来源,资料/来源,254,1271,887,183.812650072
富有成效,富有/成效,13,160,243,272.789686214
回旋余地,回旋/余地,23,32,168,3490.43396577
部份,部/份,34,563,341,144.486407651
相抵触,相/抵触,11,2339,27,142.105062309
挤出效应,挤出/效应,38,73,1677,253.243626502
勘辍,勘/辍,17,111,23,5432.61535448
尽量避免,尽量/避免,22,172,735,141.976918209
比例失调,比例/失调,28,1522,103,145.719275863
负担沉重,负担/沉重,22,713,170,148.079547892
劳均,劳/均,16,71,1253,146.73084316
摆脱贫穷,摆脱/贫穷,10,431,138,137.168532903
件大事,件/大事,17,296,54,867.709396897
连续降息,连续/降息,15,540,120,188.854398148
飨缘,飨/缘,12,83,202,583.932482405
全民所有制,全民/所有制,129,223,1916,246.320293118
烧造,烧/造,13,55,87,2216.523093
通缩,通/缩,25,173,48,2456.19881985
岛透,岛/透,12,156,85,738.326696833
有所为有所不为,有所为/有所不为,11,50,47,3818.87702128
长江流域,长江/流域,95,272,173,1647.09803213
单独关税区,单独/关税区,10,109,16,4678.04472477
存贷款利率,存贷款/利率,27,41,1639,327.802154794
泡沫破灭,泡沫/破灭,17,451,74,415.577006053
第64页,第64/页,10,11,3492,212.394824534
芯康,芯/康,17,235,233,253.300465711
学术刊物,学术/刊物,10,439,35,530.980149691
合理化建议,合理化/建议,16,143,546,167.186864418
芯俊,芯/俊,12,235,60,694.341276596
节节,节/节,19,170,170,536.372629758
诵∑,诵/∑,20,127,71,1809.58411889
重重困难,重重/困难,13,37,1154,248.39718488
来临之际,来临/之际,11,130,83,831.729471733
即将来临,即将/来临,29,200,130,909.987653846
负担加重,负担/加重,13,713,133,111.844087779
贯彻落实,贯彻/落实,40,324,334,301.563909219
芯恐,芯/恐,10,235,55,631.21934236
勘甑,勘/甑,12,111,23,3834.78730905
湖南师范大学,湖南/师范大学,11,95,121,780.718660287
大幅度贬值,大幅度/贬值,31,526,479,100.380946522
50周年,50/周年,10,447,50,365.034004474
桌砉,桌/砉,10,16,29,17582.9956897
豫西南区,豫西/南区,10,22,18,20602.2979798
日元升值,日元/升值,20,371,122,360.501524458
花掉,花/掉,13,190,216,258.432334308
涣颊,涣/颊,17,67,24,8625.29042289
白领工人,白领/工人,12,23,811,524.859915295
及时跟,及时/跟,11,541,132,125.670209489
长江经济带,长江/经济带,16,272,67,716.287093942
凯恩斯主义,凯恩斯/主义,202,623,790,334.847516102
十三大报告,十三大/报告,11,11,1333,612.041260315
股票期权,股票/期权,23,960,87,224.67161159
一味追求,一味/追求,16,49,933,285.530896603
赖帐,赖/帐,18,158,606,153.374671011
大道性质,大道/性质,14,33,1301,266.040435097
家具制造业,家具/制造业,20,36,1266,358.017816395
向纵深,向/纵深,21,4777,33,108.682836318
极易,极/易,38,709,289,151.303985827
信用合作社,信用/合作社,13,591,116,154.70656106
实在太,实在/太,15,78,862,182.012091737
动全身,动/全身,10,167,10,4885.33532934
极具,极/具,31,709,310,115.070662906
集约化指数,集约化/指数,14,139,753,109.126219343
欧洲联盟,欧洲/联盟,36,959,249,122.99724864
税收征管,税收/征管,45,1517,86,281.40987414
受制于,受制/于,29,29,7163,113.897947787
商业银行法,商业/银行法,10,2049,25,159.268130796
南北方,南/北方,23,474,192,206.185972662
官窑,官/窑,29,232,94,1084.90824468
万吨,万/吨,34,398,509,136.926943164
研究院课题组,研究院/课题组,13,148,150,477.750585586
专利申请,专利/申请,13,168,164,384.947118177
把握住,把握/住,23,507,364,101.678549754
沿边,沿/边,48,153,138,1854.73373117
短线,短/线,16,337,362,107.002114858
师范大学学报,师范大学/学报,27,121,338,538.607682527
研究所所长,研究所/所长,33,502,55,975.120717131
国债余额,国债/余额,24,632,274,113.071837753
咛宓,咛/宓,21,66,154,1685.64256198
播种面积,播种/面积,11,16,480,1168.53658854
饥渴症,饥渴/症,20,34,54,8887.26579521
昂立,昂/立,16,41,160,1989.8804878
皮革制品,皮革/制品,10,56,286,509.397477522
集团董事长,集团/董事长,11,1484,58,104.265742634
设厂,设/厂,47,233,629,261.638795827
目右,目/右,13,156,223,304.877055306
耕地面积,耕地/面积,46,211,480,370.548439968
权益保护法,权益/保护法,10,366,21,1061.4767109
主攻方向,主攻/方向,11,15,1270,471.095065617
好转迹象,好转/迹象,11,191,159,295.510586453
结汇,结/汇,18,62,121,1957.52039456
外出打工,外出/打工,13,34,18,17330.1683007
离退休人员,离退休/人员,18,42,1956,178.757887818
警限,警/限,17,71,127,1538.14650105
远远不够,远远/不够,33,376,262,273.297496752
沿江,沿/江,47,153,184,1362.07008383
对冲基金,对冲/基金,46,66,1206,471.495376652
远景规划,远景/规划,10,48,694,244.912043708
学院副教授,学院/副教授,20,497,107,306.832020158
通用电气,通用/电气,18,161,82,1112.35555219
空前活跃,空前/活跃,11,163,242,227.510039041
设备老化,设备/老化,10,1181,46,150.176895041
岸里,岸/里,10,55,1011,146.722596889
不可缺少,不可/缺少,64,690,276,274.178029826
分类名,分类/名,1355,3221,1753,195.784138532
增幅回落,增幅/回落,15,364,216,155.649229243
参考报,参考/报,33,574,277,169.329695971
湖北武汉,湖北/武汉,15,109,228,492.425760502
刑跫,刑/跫,10,65,174,721.353669319
逻辑起点,逻辑/起点,39,461,282,244.751534592
牛羊,牛/羊,12,171,45,1272.28226121
大城市经济带,大城市/经济带,13,20,67,7914.97238806
共荣,共/荣,13,449,49,482.07186037
事关,事/关,20,432,321,117.666291681
受雇,受/雇,13,1702,40,155.78823443
成衣业,成衣/业,15,38,1615,199.409564934
有利时机,有利/时机,33,626,182,236.308350595
欧元区,欧元/区,88,625,1103,104.144896464
合法权益,合法/权益,70,273,366,571.564382794
转轨变型,转轨/变型,25,1076,35,541.589883165
薄弱环节,薄弱/环节,45,263,612,228.095224782
彩色电视机,彩色/电视机,16,25,61,8559.74819672
销往,销/往,30,192,217,587.45031682
资本主义生产方式,资本主义/生产方式,113,3061,259,116.285670138
武汉大学,武汉/大学,45,228,1403,114.770651236
预示着,预示/着,49,70,4404,129.676589464
间接投融资,间接/投融资,17,565,153,160.442674533
配第,配/第,19,118,113,1162.52954852
平缓型,平缓/型,10,41,1712,116.231336904
诸子,诸/子,11,198,96,472.13599537
冶炼业,冶炼/业,15,57,1615,132.939709956
徊糠,徊/糠,34,122,106,2144.98407052
古希腊,古/希腊,23,94,54,3696.72438928
环渤海,环/渤海,13,274,15,2580.55060827
偿清,偿/清,12,26,334,1127.385076
最低限度,最低/限度,23,406,289,159.924429407
驶肪,驶/肪,10,50,161,1013.47950311
厥谐,厥/谐,14,103,832,133.284097274
帐面,帐/面,26,606,291,120.286969934
康摹,康/摹,12,233,301,139.594941041
500强,500/强,31,145,1304,133.760212608
深层次,深/层次,215,532,1546,213.269223755
精神文明建设,精神文明/建设,76,129,4484,107.193667061
主管机关,主管/机关,22,233,385,200.086082158
帐户,帐/户,162,606,746,292.357616861
一再强调,一再/强调,20,80,1370,148.877919708
丛煨,丛/煨,11,136,16,4124.24678309
学田,学/田,24,578,212,159.793236273
体制性障碍,体制性/障碍,10,68,609,197.008355066
帐簿,帐/簿,18,606,70,346.18854314
统计公报,统计/公报,13,2412,43,102.260625169
国民经济命脉,国民经济/命脉,86,3025,137,169.302493817
帐目,帐/目,13,606,156,112.190731573
岷希,岷/希,10,91,136,659.220265029
功半,功/半,12,42,520,448.26978022
一分析,一分/析,22,70,95,2699.05593985
大学商学院,大学/商学院,15,1403,58,150.389129206
纤维制品,纤维/制品,13,63,286,588.637085137
请您,请/您,10,103,101,784.245890608
法人实体,法人/实体,23,383,453,108.153781866
据世界银行,据/世界银行,51,1726,228,105.731742087
处在起步,处在/起步,10,304,226,118.748690033
经济界人士,经济界/人士,13,48,171,1292.16167154
本世纪末,本世纪/末,62,260,720,270.207061966
照抄照搬,照抄/照搬,13,29,76,4812.18829401
殖民统治,殖民/统治,13,107,250,396.488336449
首要任务,首要/任务,35,241,1003,118.130194479
学术季刊,学术/季刊,11,439,32,638.835492597
紧随,紧/随,10,144,229,247.407508491
通货紧缩,通货/紧缩,923,1012,1322,562.860255601
摹Ｒ,摹/Ｒ,20,301,246,220.363287686
余万,余/万,22,308,398,146.419777459
审计机关,审计/机关,54,623,385,183.677446791
作者简介,作者/简介,1029,2974,1040,271.426296816
贫然,贫/然,11,464,88,219.787446121
200亿美元,200亿/美元,29,40,3855,153.43501297
国民总收入,国民/总收入,18,938,103,151.999896495
负荷过重,负荷/过重,10,32,39,6537.26762821
华夏出版社,华夏/出版社,18,23,1972,323.778948761
通行做法,通行/做法,10,90,387,234.238013207
不可抗拒,不可/抗拒,12,690,21,675.65300207
资产负债表,资产/负债表,56,3409,56,239.322675271
谐∩,谐/∩,33,832,91,355.598623732
果阿,果/阿,22,64,115,2438.68505435
通盘考虑,通盘/考虑,10,16,1639,311.108526541
贫冉,贫/冉,10,464,107,164.32706252
贫取,贫/取,36,464,287,220.553256037
产成品,产/成品,30,329,47,1582.84485546
庖恢,庖/恢,11,151,217,273.88412122
2万亿美元,2万亿/美元,11,13,3855,179.075346703
收支逆差,收支/逆差,24,475,306,134.712239422
贷记,贷/记,14,204,150,373.265163399
零售物价指数,零售/物价指数,22,399,92,488.959409393
手工工具,手工/工具,10,77,747,141.840261479
移入,移/入,11,151,480,123.818446468
４送,４/送,14,131,114,764.826168475
耐蹲,耐/蹲,22,171,248,423.239058668
岱⒄,岱/⒄,14,42,852,319.190532081
固定资产净值,固定资产/净值,45,649,66,857.106387449
首次,首/次,170,417,3195,104.100509264
耐骋,耐/骋,11,171,157,334.277982642
劳务输出,劳务/输出,15,279,286,153.36698248
集中精力,集中/精力,30,1816,106,127.148252431
双优组合,双优/组合,12,13,430,1751.37960644
关税同盟,关税/同盟,27,740,39,763.27016632
关税税率,关税/税率,31,740,299,114.306160174
陆路交通,陆路/交通,10,48,758,224.233454266
扩大再生产,扩大/再生产,121,4319,221,103.423860056
通道分支,通道/分支,10,359,162,140.281818494
覆盖全,覆盖/全,11,78,1127,102.090426137
逐季,逐/季,19,54,99,2899.58267864
公务人员,公务/人员,24,34,1956,294.424756406
俄远东,俄/远东,18,637,149,154.723989338
村社,村/社,22,319,254,221.518055933
微软,微/软,119,199,301,1620.83288536
程控交换机,程控/交换机,10,15,14,38850.047619
低收入阶层,低收入/阶层,62,228,386,574.751863467
革命根据地,革命/根据地,11,1068,22,381.952715356
占有举足轻重,占有/举足轻重,14,713,101,158.609056698
桓龉,桓/龉,18,213,63,1094.36753856
找不到,找/不到,34,276,69,1456.57078345
第41页,第41/页,11,19,3492,135.261967203
大好时机,大好/时机,13,24,182,2428.12797619
师专学报,师专/学报,11,13,338,2042.4126081
统计口径,统计/口径,23,2412,76,102.364127826
南方共同市场,南方/共同市场,36,261,60,1875.51954023
耐恋,耐/恋,10,171,93,513.01704081
诶投,诶/投,11,62,415,348.789778469
选准,选/准,19,275,271,207.999584032
尤为突出,尤为/突出,29,135,1093,160.344813798
住脚,住/脚,17,364,68,560.337225275
1980年8月,1980年/8月,10,324,246,102.360107397
斜匾,斜/匾,10,52,217,723.015774548
原生资产,原生/资产,13,18,3409,172.844154363
黑龙江省非国有经济,黑龙江省/非国有经济,10,47,723,240.090344604
不难看出,不难/看出,24,32,458,1336.00054585
