复旦计算机,句子数量,464392,方法,mi,support,10,阈值,100
复合词,复合词,复合词数量,词1数量,词2数量,方法算出值
远小于,远/小于,18,252,255,130.081792717
IBM公司,IBM/公司,16,73,624,163.116262733
各坐标轴,各/坐标轴,14,1693,35,109.720496161
避碰,避/碰,12,49,21,5415.65014577
Steiner树,Steiner/树,24,51,1219,179.275973556
观测器,观测/器,139,272,1269,187.011797154
大大减少,大大/减少,41,289,548,120.223726416
陡度,陡/度,14,16,1101,369.067211626
电子论坛,电子/论坛,11,828,24,257.06078905
漏桶,漏/桶,13,52,40,2902.45
物业管理,物业/管理,24,27,3172,130.136471907
年代末,年代/末,16,180,44,938.165656566
博士生导师,博士生/导师,329,456,347,965.575661055
进入家庭,进入/家庭,14,462,81,173.734380845
订阅者,订阅/者,14,21,736,420.644927536
包装部件,包装/部件,14,86,382,197.902349933
遍历,遍/历,127,164,130,2766.31257036
马氏,马/氏,19,35,55,4583.60935065
值得注意,值得/注意,37,114,390,386.471075124
插槽,插/槽,13,302,101,197.924595109
暂态,暂/态,29,53,1057,240.398564824
趋向动词,趋向/动词,16,112,153,433.605975724
MDL原则,MDL/原则,14,31,282,743.707160833
过早收敛,过早/收敛,14,16,781,520.28553137
机器翻译,机器/翻译,23,580,86,214.134242181
1968年生,1968年/生,28,47,859,322.071087113
插补,插/补,90,302,151,916.522959519
瓶颈机床,瓶颈/机床,20,132,119,591.280875987
幅图案,幅/图案,13,313,180,107.154703585
估值,估/值,23,24,3687,120.705813218
许多学者,许多/学者,41,719,131,202.147511918
图案创作,图案/创作,16,180,38,1086.29707602
安全漏洞,安全/漏洞,14,1266,33,155.619895639
负整数,负/整数,12,207,244,110.333095747
1942年生,1942年/生,13,16,859,439.253201397
发展趋势,发展/趋势,46,1208,145,121.957250514
DC图像,DC/图像,14,35,1805,102.912354571
devices表,devices/表,13,13,2717,170.920868605
Steiner顶点,Steiner/顶点,10,51,571,159.469798427
盖住,盖/住,10,30,34,4552.8627451
打印口,打印/口,17,180,323,135.787134503
规格说明,规格/说明,19,90,870,112.687713921
邻域,邻/域,167,262,1521,194.612483752
风温,风/温,12,70,67,1188.2098081
残差,残/差,33,36,653,651.903011741
停止注册,停止/注册,11,129,183,216.389714915
黑长,黑/长,14,74,571,153.86680551
IO稳定性,IO/稳定性,12,30,603,308.054394693
接下来,接/下来,25,595,84,232.288915566
毛绒,毛/绒,11,19,11,24441.6842105
真实感图形,真实感/图形,15,46,847,178.786509933
需求规格,需求/规格,29,869,90,172.194962281
低频段,低/频段,12,668,63,132.418591389
青年科学,青年/科学,10,39,854,139.431934186
优先序,优先/序,23,294,363,100.082607148
仪器仪表,仪器/仪表,11,92,53,1047.64397047
铁道学院,铁道/学院,10,21,373,592.866079408
极其重要,极其/重要,10,40,1145,101.395633188
原子命题,原子/命题,19,135,227,287.924555392
1999年6月,1999年/6月,14,134,51,951.3444542
阶导数,阶/导数,31,995,122,118.594216987
ABR速率,ABR/速率,11,84,354,171.788808179
1945年生,1945年/生,12,16,859,405.464493597
增广,增/广,17,122,126,513.574290919
识认,识/认,16,116,20,3202.70344828
ISA总线,ISA/总线,15,30,447,519.454138702
会话目录,会话/目录,16,210,323,109.542562288
飞速发展,飞速/发展,46,47,1208,376.251092011
先后次序,先后/次序,20,87,152,702.347247429
堡垒主机,堡垒/主机,13,14,390,1105.6952381
HFC网,HFC/网,11,23,1892,117.389282103
弱一致性,弱/一致性,20,138,416,161.786510591
1973年生,1973年/生,36,49,859,397.189708014
驻留,驻/留,12,22,42,6031.06493506
科技进步,科技/进步,13,360,33,508.173063973
Riccati不等式,Riccati/不等式,11,81,341,184.943050577
个人电脑,个人/电脑,16,109,297,229.520649924
汕头大学,汕头/大学,10,15,1861,166.359305033
SCSI驱动,SCSI/驱动,36,96,634,274.679810726
顺序排列,顺序/排列,22,402,138,184.162953349
复平面,复/平面,17,97,474,171.705250337
成正比,成/正比,26,1176,39,263.260770975
混合密度,混合/密度,21,264,204,181.079768271
弹箭,弹/箭,12,55,14,7237.27792208
北京中关村,北京/中关村,10,1029,13,347.157060626
立方体代数,立方体/代数,30,166,328,255.87275933
有待进一步,有待/进一步,19,65,703,193.094386694
供风,供/风,11,179,70,407.68651237
学术年会,学术/年会,25,195,36,1653.81766382
1966年生,1966年/生,28,36,859,420.481697064
1969年生,1969年/生,30,48,859,337.887077998
字尾,字/尾,11,621,77,106.830457787
LQ逆,LQ/逆,12,34,260,630.39638009
扇入,扇/入,30,126,661,167.276132843
视频点播,视频/点播,24,604,36,512.573951435
DW端,DW/端,18,21,1341,296.830936401
素材库,素材/库,23,46,922,251.839479393
扰动力矩,扰动/力矩,41,398,154,310.645304444
WWW搜索引擎,WWW/搜索引擎,11,284,153,117.562183559
散列,散/列,14,45,382,378.213379872
句柄,句/柄,92,143,97,3080.09977651
工况,工/况,13,347,14,1242.71222725
速记符,速记/符,56,67,157,2472.28367716
电力学院,电力/学院,11,107,373,127.992583498
相互独立,相互/独立,71,389,515,164.583482667
企事业单位,企事业/单位,10,15,1194,259.292015634
跳转,跳/转,19,99,267,333.804259827
跳过,跳/过,11,99,494,104.451641925
天津大学,天津/大学,19,44,1861,107.755458942
填入,填/入,22,38,661,406.745123019
故障测距,故障/测距,12,1421,20,196.083884588
稍加,稍/加,18,57,459,319.499140007
2分别,2分/别,12,20,43,6479.88837209
力矩扰动,力矩/扰动,16,154,398,121.227435881
倾斜校正,倾斜/校正,11,32,212,752.994103774
B+树,B+/树,12,22,1219,207.797151167
找到CARoot,找到/CARoot,20,326,89,320.115806163
现实世界,现实/世界,58,267,405,249.084348268
南京210096,南京/210096,15,337,24,861.261127596
截取有限,截取/有限,14,91,568,125.783315276
导龟,导/龟,15,97,16,4488.32474227
剩余部件,剩余/部件,10,61,382,199.29276457
避障,避/障,35,49,36,9214.12698413
端口号,端/口号,32,1341,35,316.619665495
频域,频/域,80,234,1521,104.382968919
征文通知,征文/通知,12,40,208,669.796153846
编辑框,编辑/框,10,275,114,148.131419458
AbstractInthispaper,Abstract/Inthispaper,75,537,87,745.508251461
趋向词,趋向/词,54,112,372,601.890552995
公告板,公告/板,35,91,186,960.281224152
DXF文件,DXF/文件,24,35,1823,174.679225766
摩擦力矩,摩擦/力矩,16,24,154,2010.35497835
分裂区间,分裂/区间,11,72,473,149.997416021
城市交通,城市/交通,15,96,527,137.687381404
几何要素,几何/要素,12,333,42,398.448734449
欧几,欧/几,14,57,920,123.97955759
矢量斜率,矢量/斜率,40,446,88,473.289849164
1999年7月,1999年/7月,21,134,50,1455.55701493
耗散,耗/散,22,89,45,2550.96729089
1962年生,1962年/生,21,36,859,315.361272798
副主任,副/主任,11,89,33,1739.29588015
发送给,发/送给,45,499,80,523.487975952
1957年生,1957年/生,11,18,859,330.378476264
项目编号,项目/编号,65,1113,249,108.918982308
1971年生,1971年/生,29,50,859,313.559208382
入匝,入/匝,19,661,76,175.639939486
武汉华中,武汉/华中,16,165,84,536.094660895
边折叠,边/折叠,12,510,19,575.098452012
建模,建/模,463,538,843,474.084624306
巡逻员工,巡逻/员工,22,84,97,1253.88119784
超方形,超/方形,56,652,73,546.389444491
累进网格,累进/网格,10,21,539,410.276526195
属于同一,属于/同一,32,392,272,139.37334934
双击,双/击,25,310,102,367.166350411
Agenti知道,Agenti/知道,12,40,339,410.966371681
至今,至/今,14,352,19,972.112440191
Socket套,Socket/套,11,81,266,237.088647545
彩色显示器,彩色/显示器,10,60,138,560.859903382
SQL语句,SQL/语句,111,226,517,441.172797453
故障覆盖率,故障/覆盖率,10,1421,28,116.716597969
软测量,软/测量,58,260,355,291.817291441
弹性变形,弹性/变形,27,115,205,531.859342524
信息港建设,信息港/建设,19,90,185,529.936816817
第三方,第三/方,40,164,696,162.738996355
有色噪声,有色/噪声,27,30,419,997.50071599
第三届,第三/届,11,164,85,366.449928264
中国科学院院士,中国科学院/院士,17,244,58,557.847936687
杨成梧,杨成/梧,15,15,16,29024.5
1972年生,1972年/生,32,46,859,376.083008554
更加灵活,更加/灵活,11,170,204,147.298500577
1947年生,1947年/生,10,12,859,450.516103997
角度出发,角度/出发,27,328,191,200.143404418
商家签名,商家/签名,13,138,340,128.667860188
偶校验,偶/校验,10,81,166,345.37557638
代入,代/入,202,854,661,166.179240169
电流环,电流/环,17,104,561,135.312354312
跳白,跳/白,13,99,148,412.032214032
交流电机,交流/电机,10,166,137,204.200158297
哈希,哈/希,34,35,36,12531.2126984
离线,离/线,68,144,2169,101.104758978
ASCII码,ASCII/码,21,31,513,613.232220336
成都信息港,成都/信息港,16,83,90,994.681659973
磁盘阵列,磁盘/阵列,20,254,151,242.160921938
并列操作,并列/操作,36,55,2769,109.774529696
offset环,offset/环,14,35,561,331.117290553
音节切分,音节/切分,13,92,81,810.130971551
操作概,操作/概,19,2769,26,122.558102064
求导,求/导,32,801,97,191.262777199
形态模板,形态/模板,30,101,521,264.756656088
带宽预留,带宽/预留,11,449,46,247.327975211
信元,信/元,90,281,1342,110.832825071
QM编码器,QM/编码器,41,51,86,4341.10168719
编程指南,编程/指南,11,689,60,123.568263183
眼睛定位,眼睛/定位,13,55,412,266.420829656
进入PTS,进入/PTS,10,462,47,213.867550889
词性标记,词性/标记,16,85,670,130.470096576
突现,突/现,13,30,254,792.269816273
Huffman编码,Huffman/编码,12,15,818,454.173105134
积累规则,积累/规则,26,53,1829,124.557104099
人造目标,人造/目标,19,26,1530,221.806133736
拍无,拍/无,12,44,1063,119.14615582
先验知识,先验/知识,42,76,963,266.498114445
预备知识,预备/知识,13,19,963,329.950046456
激波,激/波,10,18,496,520.152329749
流守恒,流/守恒,14,1002,23,282.109172958
机箱,机/箱,12,1317,38,111.351636494
这一点.,这/一点.,11,3829,13,102.623942785
势态评估,势态/评估,10,29,158,1013.51374945
TCP／IP协议,TCP／IP/协议,10,24,1737,111.397044713
潘德惠,潘/德惠,11,16,11,29024.5
中央进程,中央/进程,20,67,952,145.613947071
柔性继承,柔性/继承,14,118,480,114.786158192
大致分为,大致/分为,10,88,459,114.971281442
柔性制造,柔性/制造,17,118,321,208.423464808
突触,突/触,10,30,19,8147.22807018
拖期,拖/期,10,16,848,342.27004717
交叉开关,交叉/开关,34,273,247,234.155329151
多媒体CAI,多媒体/CAI,10,959,28,172.945032027
命名约定,命名/约定,10,98,112,423.097667638
内嵌,内/嵌,22,1664,37,165.940488565
四叉,四/叉,11,315,103,157.445276622
offset面,offset/面,10,35,809,164.009182412
油藏模拟,油藏/模拟,16,30,816,303.524183007
方便起见,方便/起见,28,629,77,268.473478826
串行口,串行/口,68,448,323,218.229323308
负载均衡,负载/均衡,27,340,87,423.887221095
张支票,张/支票,10,257,45,401.54950281
1946年生,1946年/生,20,29,859,372.840913653
一切t≥0,一切/t≥0,12,65,26,3297.45798817
复选,复/选,10,97,354,135.241423496
Fourier变换,Fourier/变换,10,16,962,301.70997921
非线性Morgan,非线性/Morgan,12,1439,23,168.374898027
切削路径,切削/路径,18,74,974,115.975581331
轮询,轮/询,15,70,16,6219.53571429
均值检验,均值/检验,31,144,295,338.892467043
优先级最高,优先级/最高,11,286,133,134.29496819
推论2.,推论/2.,19,151,584,100.057243944
注视停顿,注视/停顿,22,79,24,5388.51476793
圆心坐标,圆心/坐标,17,40,452,436.651769912
抓取姿态,抓取/姿态,10,72,65,992.290598291
壁画色彩,壁画/色彩,10,54,113,761.048836447
动力波,动力/波,11,61,496,168.836329984
处于空闲,处于/空闲,10,382,114,106.639110866
不断扩大,不断/扩大,16,321,87,266.060514914
份寄,份/寄,13,75,39,2063.96444444
Horn子句,Horn/子句,14,14,265,1752.42264151
信息化建设,信息化/建设,10,38,185,660.586059744
缓冲区Bi,缓冲区/Bi,16,327,57,398.641128816
接受prop,接受/prop,10,362,72,178.173726212
色彩恢复,色彩/恢复,12,113,348,141.712541959
马尔可夫决策,马尔可夫/决策,14,34,641,298.315499679
遗忘因子,遗忘/因子,23,33,263,1230.67357991
排样,排/样,34,173,94,970.933956463
排料,排/料,14,173,53,709.072745119
预览,预/览,23,325,26,1264.02556213
某一时间,某/一时间,21,991,35,281.165691221
立体视觉,立体/视觉,11,37,403,342.586815103
消费电子,消费/电子,10,36,828,155.794417606
预研,预/研,15,325,39,549.576331361
未知光源,未知/光源,12,292,72,265.063926941
包围盒,包围/盒,30,57,221,1105.95856156
人机交互,人机/交互,37,94,731,250.058270513
截取近似,截取/近似,11,91,416,134.940617075
次序排列,次序/排列,12,152,138,265.670480549
推导出,推/导出,10,157,125,236.632866242
苹果电脑,苹果/电脑,11,33,297,521.203142536
虚拟现实,虚拟/现实,119,961,267,215.375868614
尤为重要,尤为/重要,16,23,1145,282.144370609
正定阵,正定/阵,28,217,303,197.760885766
半群,半/群,11,248,201,102.477772428
解码芯片,解码/芯片,20,195,338,140.917008041
VC合并,VC/合并,21,114,375,228.122385965
各矿,各/矿,17,1693,37,126.030299644
期望轨迹,期望/轨迹,21,343,241,117.975781184
词语块,词语/块,12,74,746,100.947467575
标记交换机,标记/交换机,30,670,182,114.250943087
字节码,字节/码,29,257,513,102.148557732
第2节,第2/节,55,385,653,101.595274557
对角线元素,对角线/元素,10,34,791,172.674946085
SPI总线,SPI/总线,10,59,447,176.086148713
光分量,光/分量,15,118,343,172.107525819
安放距离,安放/距离,17,28,643,438.495001111
第四届,第四/届,11,61,85,985.209643202
读写,读/写,143,522,850,149.668821276
明焰窑,明焰/窑,10,12,19,20368.0701754
送往,送/往,14,415,100,156.662361446
证据论,证据/论,18,95,236,372.839250669
易于理解,易于/理解,21,198,382,128.936379502
介绍一下,介绍/一下,13,804,70,107.268941009
维护型意愿,维护型/意愿,28,36,152,2376.2748538
缺损频谱,缺损/频谱,21,27,79,4572.07313643
基础设施,基础/设施,45,1187,122,144.30676592
浇次,浇/次,24,31,1898,189.425337367
后继,后/继,140,2931,194,114.339217817
吞吐率,吞吐/率,28,29,599,748.545046342
自动建树,自动/建树,12,1174,19,249.829821573
漫反射,漫/反射,11,12,52,8186.3974359
速率单调,速率/单调,16,354,129,162.709061446
机械手力,机械手/力,16,164,213,212.706744532
CCD摄像机,CCD/摄像机,10,25,254,731.325984252
蚁群,蚁/群,61,62,201,2273.14331568
警戒测试,警戒/测试,14,16,1185,342.905485232
条件LSPI,条件/LSPI,12,2305,19,127.24521064
师范大学数学,师范大学/数学,10,53,439,199.592555981
简单起见,简单/起见,29,1271,77,137.608877354
通孔,通/孔,17,217,48,757.93625192
重要组成部分,重要/组成部分,36,1145,90,162.2330131
角度来看,角度/来看,25,328,70,505.653310105
Cisco公司,Cisco/公司,10,21,624,354.389499389
运土,运/土,13,39,15,10319.8222222
SPI调节器,SPI/调节器,23,59,99,1828.62797466
检诊,检/诊,10,43,14,7714.15282392
驾驶仪,驾驶/仪,10,25,28,6634.17142857
广州510641,广州/510641,12,44,13,9742.48951049
指数增长,指数/增长,14,250,127,204.771275591
跳跃操作,跳跃/操作,11,17,2769,108.51893867
作者单位,作者/单位,667,1499,1194,173.063149861
指纹图象,指纹图/象,19,20,1254,351.812121212
比例因子,比例/因子,12,183,263,115.786822913
Hangzhou310027,Hangzhou/310027,21,24,123,3303.60162602
孤立子系统,孤立/子系统,15,51,424,322.136514983
全文检索,全文/检索,44,90,570,398.308927875
黑龙江大学,黑龙江/大学,12,21,1861,142.593690028
有效载荷,有效/载荷,11,1232,16,259.147321429
KL变换,KL/变换,10,17,962,283.962333374
包容件,包容/件,12,31,762,235.911607823
分划,分/划,16,738,36,279.669978922
心理意象,心理/意象,13,34,45,3945.81437908
音响模拟,音响/模拟,10,21,816,271.003734827
串行生产线,串行/生产线,45,448,136,342.989101891
工程师站,工程师/站,18,90,202,459.794059406
本征,本/征,46,1204,55,322.591845364
报表生成器,报表/生成器,12,220,116,218.366144201
业界,业/界,17,30,716,367.53556797
IP地址,IP/地址,136,603,932,112.380358579
csg_node结,csg_node/结,21,21,1492,311.254691689
学术期刊,学术/期刊,18,195,53,808.810449927
反射光,反射/光,13,52,118,983.881355932
干扰衰减,干扰/衰减,10,269,67,257.666315264
笔划串,笔划/串,12,44,576,219.882575758
每隔,每/隔,19,1746,44,114.852754348
出行者,出行/者,10,29,736,217.574962519
暂时事务,暂时/事务,52,81,652,457.251836704
互操作性,互/操作性,75,317,88,1248.54459421
计划编制,计划/编制,16,370,119,168.754758119
从属显示器,从属/显示器,22,36,138,2056.4863124
自动建造,自动/建造,24,1174,76,124.914910786
不断完善,不断/完善,12,321,172,100.932840687
证明从略,证明/从略,18,1458,49,117.0047871
异步电机,异步/电机,13,248,137,177.687073228
急剧增加,急剧/增加,11,31,1008,163.476446493
JAR文件,JAR/文件,11,13,1823,215.549685641
MRI图像,MRI/图像,16,30,1805,137.216472761
简要介绍,简要/介绍,33,62,804,307.433317285
致力于,致力/于,27,30,3343,125.02327251
电子邮件,电子/邮件,107,828,443,135.467290433
充分发挥,充分/发挥,34,721,85,257.637725381
化简,化/简,24,2318,45,106.848892724
绘图命令,绘图/命令,15,84,549,151.051262035
无线寻呼,无线/寻呼,16,126,71,830.569192935
预先给定,预先/给定,18,117,567,126.005155338
枚举,枚/举,27,32,58,6755.70258621
汉语句子,汉语/句子,11,128,156,255.824919872
菜单项,菜/单项,11,11,18,25799.5555556
样式模板,样式/模板,17,54,521,280.609369446
长期从事,长期/从事,14,66,156,631.457653458
MSMail连接器,MSMail/连接器,11,12,74,5752.6036036
虚拟仪器,虚拟/仪器,31,961,92,162.83029453
置信度,置信/度,23,34,1101,285.329272854
经验风险,经验/风险,22,250,95,430.173642105
宿主操作系统,宿主/操作系统,11,30,462,368.565079365
新息,新/息,16,2256,18,182.975571316
金融机构,金融/机构,15,64,249,437.115963855
振荡频率,振荡/频率,11,67,449,169.807266563
镜头频度,镜头/频度,22,166,42,1465.37923121
镜头切变,镜头/切变,12,166,20,1678.5253012
国家教育部,国家/教育部,11,816,19,329.483488132
HTML页面,HTML/页面,27,272,449,102.667561902
IIOP协议,IIOP/协议,15,33,1737,121.524048778
磁浮列车,磁浮/列车,14,14,19,24441.6842105
挖掘机器人,挖掘/机器人,12,62,532,168.951734174
掩码,掩/码,17,19,513,809.958346158
图文电视,图文/电视,24,33,137,2465.25282017
文法推断,文法/推断,79,299,179,685.468657163
布局优化,布局/优化,20,77,1154,104.524522271
换位矩阵,换位/矩阵,10,10,1895,245.061741425
词性标注,词性/标注,19,85,131,792.406645712
Petri网,Petri/网,289,300,1892,236.450472163
楼栋,楼/栋,10,21,14,15795.6462585
细粒度,细/粒度,15,51,210,650.408963585
机器Mi,机器/Mi,24,580,90,213.513563218
法矢,法/矢,13,1441,39,107.423548462
相结合,相/结合,165,717,826,129.380692352
RNN预测,RNN/预测,19,55,757,211.923814099
逆时针方向,逆时针/方向,10,21,1209,182.910709362
生存周期,生存/周期,11,29,786,224.107747653
Shenyang110006,Shenyang/110006,13,17,67,5300.3476734
磁盘cache,磁盘/cache,11,254,54,372.434529017
流动站,流动/站,11,53,202,477.144778629
真实世界,真实/世界,18,174,405,118.618646232
parts表,parts/表,11,11,2717,170.920868605
电子信箱,电子/信箱,16,828,62,144.738039582
参见文献,参见/文献,58,111,2127,114.083347099
盘片,盘/片,18,148,449,125.790886655
急剧增长,急剧/增长,10,31,127,1179.55803912
注意事项,注意/事项,10,390,12,992.290598291
盘符,盘/符,12,148,157,239.830607678
有机结合,有机/结合,17,72,826,132.745897229
确认准则,确认/准则,15,220,251,126.147772546
低电平,低/电平,31,668,63,342.081361087
XML文档,XML/文档,28,110,600,197.014787879
6月生,6月/生,21,51,859,222.607957269
联合意图,联合/意图,24,151,334,220.989967086
小于等于,小于/等于,12,255,186,117.493232132
1999年9月,1999年/9月,18,134,51,1223.1571554
不可缺少,不可/缺少,11,160,62,514.950806452
谱密度,谱/密度,17,91,204,425.267399267
曾获,曾/获,13,103,250,234.450330097
时代转移,时代/转移,19,81,221,492.902519412
上海200092,上海/200092,10,442,17,618.035666755
已有的,已/有的,121,1979,227,125.083045992
平滑过渡,平滑/过渡,14,97,121,553.930987476
实施谓词,实施/谓词,44,291,263,266.986110567
人工干预,人工/干预,25,187,40,1552.11229947
回传,回/传,10,216,204,105.390341322
第1节,第1/节,49,400,514,110.677081712
浙江大学CAD,浙江大学/CAD,26,168,188,382.288247214
回卷,回/卷,34,216,397,184.12781043
门控,门/控,17,129,519,117.917043808
科学技术出版社,科学技术/出版社,14,70,395,235.135189873
武汉大学,武汉/大学,34,95,966,172.053263594
极点配置广义,极点配置/广义,11,62,405,203.437355635
抑制作用,抑制/作用,19,92,731,131.19978588
PKI树验证,PKI树/验证,10,37,636,197.344892062
继承异常现象,继承/异常现象,26,410,28,1051.75888502
固态浸没物镜,固态浸没/物镜,20,20,29,16013.5172414
样例,样/例,11,27,828,228.498479155
弹性匹配,弹性/匹配,12,53,856,122.833362723
似然估计,似/然估计,11,30,11,15479.7333333
上下文无关文法,上下文无关/文法,25,30,212,1825.44025157
H∞范数,H∞范/数,14,14,1737,267.352907311
简单因果理论,简单/因果理论,15,1230,41,138.129684711
高电平,高/电平,19,1702,42,123.432488389
森林剖分,森林/剖分,15,32,36,6046.77083333
区域巡逻监察,区域/巡逻监察,10,1433,10,324.069783671
交换私钥,交换/私钥,11,696,58,126.54359889
某一时刻,某一时/刻,22,22,54,8599.85185185
二叉树,二/叉树,35,1080,59,255.080351538
代小波,代/小波,16,130,290,197.089442971
黑色像素,黑色像/素,16,17,144,3035.24183007
回送,回/送,15,216,209,154.303561935
敏捷供需链,敏捷/供需链,56,117,84,2646.10826211
群件,群/件,22,129,432,183.330175136
紧集,紧/集,28,57,2269,100.538733347
围线追踪,围线/追踪,10,18,32,8062.36111111
相移校正,相/移校正,10,552,10,841.289855072
中国工程院院士,中国/工程院院士,12,440,13,974.248951049
近曲面,近/曲面,11,166,247,124.5868982
记录下来,记录/下来,18,1015,59,139.585138182
免疫进化规划,免疫进化/规划,10,11,628,672.252460915
双粒度协议,双粒度/协议,12,18,1692,182.975571316
分词标引,分词标/引,10,13,94,3800.26186579
是非抢占式,是非抢占/式,11,11,4167,111.445164387
低通滤波器,低通/滤波器,12,17,206,1591.29183324
网上市场,网上/市场,21,238,360,113.821568627
随机开关,随机/开关,27,726,145,119.108805928
设定点,设/定点,12,1544,22,164.05746585
记帐,记/帐,14,756,82,104.876242096
系沈阳110006,系/沈阳110006,12,1060,27,194.713626834
模糊ART神经,模糊ART/神经,50,52,1580,282.614410906
开关盒布线,开关盒/布线,14,46,108,1308.67310789
计算机图形学,计算机/图形学,75,3323,87,120.47485135
并发差错检测,并发/差错检测,37,304,49,1153.49785177
主频,主/频,18,532,131,119.942834185
MUDAS播音监控,MUDAS/播音监控,29,31,36,12067.5340502
步进电动机,步/进电动机,11,909,11,510.882288229
北京100083参考文献,北京100083/参考文献,11,22,877,264.761687571
轮廓像素,轮廓/像素,13,176,215,159.542706131
累积周期,累积/周期,13,82,687,107.166116377
非空子集,非/空子集,14,1129,15,383.908355477
工控机,工控/机,21,81,1050,114.664691358
大大提高,大大/提高,66,218,1187,118.446287379
析构函数,析构/函数,13,13,3989,116.418149912
长沙410073参考文献,长沙410073/参考文献,14,44,877,168.484710273
分形编码,分形/编码,24,130,747,114.770960766
微型计算机,微型/计算机,22,22,3323,139.750827565
包络网格,包络/网格,20,58,391,409.552870624
刀具运动路径,刀具运动/路径,10,19,946,258.368754868
博士论文,博士/论文,20,288,187,172.456922163
雅可比矩阵,雅可比/矩阵,10,12,1827,211.819011129
主窗体,主/窗体,17,532,108,137.403648009
假设信念联合,假设/信念联合,10,1086,10,427.61694291
移至,移/至,12,110,338,149.884454008
弱互模拟,弱互/模拟,14,14,722,643.202216066
陷入局部极,陷入局部/极,11,17,453,663.330995975
上海200433参考文献,上海200433/参考文献,10,38,877,139.348256616
笔段串,笔段/串,20,73,430,295.885313794
证券投资决策,证券投资/决策,16,38,607,322.13092864
信噪比,信/噪比,32,191,38,2047.47092863
浙江大学工业,浙江大学/工业,44,168,473,257.138427464
准可行方向,准可行/方向,17,17,1199,387.316096747
学术会议论文集,学术/会议论文集,17,71,31,3586.85324852
非终极符,非/终极符,12,1129,22,224.362025928
持卡人,持卡/人,133,135,1249,366.302737004
SCSI适配卡,SCSI适/配卡,12,12,34,13658.5882353
多边形拟合,多边形拟/合,12,12,172,2699.95348837
凸包,凸/包,13,97,417,149.252045786
适应度,适应/度,94,419,961,108.411454854
正识率,正/识率,10,889,20,261.187851519
发表学术论文,发表学术/论文,10,10,187,2483.37967914
正比于,正比/于,13,13,3201,145.077163386
阅读眼动,阅读眼/动,17,17,184,2523.86956522
90年代初,90年代/初,12,46,59,2053.31761238
线标架,线/标架,35,1221,48,277.329374829
石教英,石/教英,20,27,22,15636.0942761
人民邮电出版社,人民/邮电出版社,17,40,17,11609.8
综合搜索引擎,综合/搜索引擎,17,536,142,103.72430103
频繁项目集,频繁项目/集,36,51,2269,144.47162523
系北京100083,系/北京100083,14,1060,22,278.794511149
轮廓线,轮廓/线,55,176,1221,118.855446355
任务夭折率,任务/夭折率,10,2633,13,135.672090917
明文,明/文,12,48,981,118.346585117
汽车维护咨询,汽车维护/咨询,12,16,48,7256.125
中国科学院沈阳自动化,中国科学院沈阳/自动化,11,11,796,583.407035176
IP组播,IP/组播,46,434,237,207.684691516
标记态射,标记/态射,18,610,38,360.615012942
法分类号,法/分类号,220,1410,292,248.144952881
最优截断,最/优截断,24,4408,24,105.352087114
加纯滞后,加/纯滞后,11,311,66,248.870310825
长沙工学院计算机,长沙工学院/计算机,11,12,3323,128.104925268
应答码,应答/码,10,100,446,104.123766816
机械学院,机械/学院,13,151,305,131.084485941
测功器,测功/器,10,10,924,502.588744589
优点在于,优点/在于,26,399,273,110.846640411
回滚段,回滚/段,28,38,980,349.166917293
非监督分类,非监督/分类,18,34,669,367.495647586
无纹波,无/纹波,19,1060,22,378.363979417
反向传播误差,反向传播/误差,10,34,1069,127.769768338
主显示器,主/显示器,15,532,106,123.526032061
手指,手/指,17,109,625,115.884976147
Timer控件,Timer/控件,23,37,291,992.01411721
基金会现场总线,基金会/现场总线,22,30,38,8961.95087719
华中理工大学,华中理/工大学,61,64,169,2619.07470414
高斯白噪声,高斯/白噪声,10,67,33,2100.37087291
论域,论/域,65,218,1274,108.685639393
源图案点阵,源/图案点阵,10,838,23,240.94220193
学院武汉430074,学院/武汉430074,16,305,48,507.532240437
机械工业出版社,机械工业/出版社,44,47,395,1100.63280366
定标平面,定标/平面,11,90,457,124.199173353
二元决策树,二元决策/树,20,20,1033,449.556631171
业务申请方,业务申请/方,17,17,479,969.503131524
获硕士学位,获硕士/学位,26,28,84,5133.58503401
获博士学位,获博士/学位,32,33,84,5360.94660895
最少拍,最/少拍,15,4408,15,105.352087114
构图知识表达,构图知识/表达,10,35,458,289.701809108
模态截取,模/态截取,17,270,17,1719.97037037
电子工业出版社,电子/工业出版社,64,473,72,872.712238666
消去法,消去/法,10,28,1410,117.627152989
轨线跟踪,轨线/跟踪,23,83,757,169.99595741
步进电机,步/进电机,14,909,14,510.882288229
精化,精/化,69,112,2093,136.693092622
公用密钥,公用密/钥,23,23,88,5277.18181818
人机接口,人机/接口,16,57,1221,106.761383393
制卡,制/卡,10,66,438,160.644804206
超包络,超/包络,33,416,58,635.151525199
ActiveX控件,ActiveX控/件,66,66,432,1074.98148148
分层递阶,分层/递阶,19,142,96,647.259976526
代群体,代/群体,18,130,222,289.641580042
宽带IP路由器,宽带IP/路由器,17,19,594,699.509480773
信源整形,信/源整形,10,191,10,2431.37172775
参考价值,参考/价值,19,373,159,148.775827474
VC维,VC/维,27,93,1312,102.761801731
逆向工程,逆向/工程,20,49,1235,153.479963645
ITSAPPLICATIONS2000No.19No.1,ITSAPPLICATIONS2000No.19/No.1,11,11,26,17861.2307692
