复旦经济,句子数量,815851,方法,mi,support,10,阈值,300
复合词,复合词,复合词数量,词1数量,词2数量,方法算出值
销往,销/往,30,192,217,587.45031682
配第,配/第,19,118,113,1162.52954852
诸子,诸/子,11,198,96,472.13599537
徊糠,徊/糠,34,122,106,2144.98407052
古希腊,古/希腊,23,94,54,3696.72438928
环渤海,环/渤海,13,274,15,2580.55060827
偿清,偿/清,12,26,334,1127.385076
驶肪,驶/肪,10,50,161,1013.47950311
丛煨,丛/煨,11,136,16,4124.24678309
帐簿,帐/簿,18,606,70,346.18854314
无从谈,无从/谈,19,42,413,893.64516315
岷希,岷/希,10,91,136,659.220265029
功半,功/半,12,42,520,448.26978022
一分析,一分/析,22,70,95,2699.05593985
纤维制品,纤维/制品,13,63,286,588.637085137
请您,请/您,10,103,101,784.245890608
经济界人士,经济界/人士,13,48,171,1292.16167154
照抄照搬,照抄/照搬,13,29,76,4812.18829401
殖民统治,殖民/统治,13,107,250,396.488336449
学术季刊,学术/季刊,11,439,32,638.835492597
通货紧缩,通货/紧缩,923,1012,1322,562.860255601
负荷过重,负荷/过重,10,32,39,6537.26762821
华夏出版社,华夏/出版社,18,23,1972,323.778948761
不可抗拒,不可/抗拒,12,690,21,675.65300207
今明,今/明,22,167,224,479.809719846
谐∩,谐/∩,33,832,91,355.598623732
果阿,果/阿,22,64,115,2438.68505435
通盘考虑,通盘/考虑,10,16,1639,311.108526541
产成品,产/成品,30,329,47,1582.84485546
贫劝,贫/劝,12,464,29,727.572235434
贷记,贷/记,14,204,150,373.265163399
零售物价指数,零售/物价指数,22,399,92,488.959409393
４送,４/送,14,131,114,764.826168475
耐蹲,耐/蹲,22,171,248,423.239058668
岱⒄,岱/⒄,14,42,852,319.190532081
固定资产净值,固定资产/净值,45,649,66,857.106387449
耐骋,耐/骋,11,171,157,334.277982642
双优组合,双优/组合,12,13,430,1751.37960644
关税同盟,关税/同盟,27,740,39,763.27016632
逐季,逐/季,19,54,99,2899.58267864
微软,微/软,119,199,301,1620.83288536
程控交换机,程控/交换机,10,15,14,38850.047619
低收入阶层,低收入/阶层,62,228,386,574.751863467
革命根据地,革命/根据地,11,1068,22,381.952715356
桓龉,桓/龉,18,213,63,1094.36753856
找不到,找/不到,34,276,69,1456.57078345
大好时机,大好/时机,13,24,182,2428.12797619
师专学报,师专/学报,11,13,338,2042.4126081
南方共同市场,南方/共同市场,36,261,60,1875.51954023
耐恋,耐/恋,10,171,93,513.01704081
诶投,诶/投,11,62,415,348.789778469
住脚,住/脚,17,364,68,560.337225275
斜匾,斜/匾,10,52,217,723.015774548
不难看出,不难/看出,24,32,458,1336.00054585
科层,科/层,18,198,223,332.593151243
刹糠,刹/糠,15,48,106,2405.22110849
贫雀,贫/雀,11,464,33,586.099856322
贫鹊,贫/鹊,36,464,143,442.648842537
生产型增值税,生产型/增值税,18,45,159,2052.45534591
不尽相同,不尽/相同,54,92,525,912.131552795
天然气开采业,天然气/开采业,15,69,19,9334.67963387
灵活应变,灵活/应变,10,354,51,451.894870943
贫认,贫/认,15,464,50,527.48987069
压倒一切,压倒/一切,14,34,856,392.451690489
乱收费,乱/收费,53,253,297,575.452855299
吉林长春,吉林/长春,16,108,77,1569.6988937
礁龇,礁/龇,10,72,90,1259.02932099
旭日集团,旭日/集团,11,17,1484,355.730180752
渐趋,渐/趋,30,97,307,821.905705363
浦东新区,浦东/新区,51,207,109,1844.09879005
敢闯,敢/闯,17,164,60,1409.49867886
跨国界,跨/国界,40,558,152,384.762780607
感兴趣,感/兴趣,45,98,133,2816.73277582
4月1日,4月/1日,16,242,153,352.552692702
航空航天,航空/航天,16,146,75,1192.11105023
证券交易法,证券/交易法,18,1082,19,714.335927619
证券交易所,证券/交易所,39,1082,82,358.619866102
A·萨缪尔森,A·/萨缪尔森,11,31,193,1499.97676751
农技推广,农技/推广,14,19,360,1669.87046784
割裂开,割裂/开,11,50,503,356.833439364
文件汇编,文件/汇编,11,184,68,717.260310102
融合生长,融合/生长,16,284,84,547.183769282
结清,结/清,10,62,334,393.978655592
锌赡,锌/赡,23,70,188,1425.87940729
商学院学报,商学院/学报,10,58,338,416.165578453
乇鹗,乇/鹗,46,95,73,5411.55674117
误以为,误/以为,10,77,120,882.955627706
挂勾,挂/勾,10,95,47,1827.21388578
党政干部,党政/干部,18,97,421,359.608149472
盲目乐观,盲目/乐观,24,303,169,382.377878024
票券,票/券,52,162,83,3155.15781645
世人瞩目,世人/瞩目,15,52,47,5007.2688216
物价上涨率,物价/上涨率,17,930,44,338.941031281
寄希望,寄/希望,21,57,443,678.502673161
政局动荡,政局/动荡,12,71,303,455.083530888
地产建筑业,地产/建筑业,34,108,183,1403.50809553
南拗,南/拗,13,474,36,621.546120488
第46卷,第46/卷,24,30,1081,603.775023127
广西出海口,广西/出海口,14,245,28,1665.00204082
提前退休,提前/退休,23,113,164,1012.54980574
海港考古,海港/考古,10,35,99,2354.54834055
父爱主义,父爱/主义,12,15,790,826.178227848
地理位置,地理/位置,84,314,374,583.564528765
制衣,制/衣,31,1241,59,345.42101094
低度粗放型,低度/粗放型,10,39,232,901.692086649
乱摊派,乱/摊派,19,253,43,1424.87076018
丹宗昭信,丹宗昭/信,10,10,128,6373.8359375
跨越国界,跨越/国界,16,129,152,665.729090167
葡语,葡/语,14,335,56,608.844029851
届二中全会,届/二中全会,10,618,10,1320.14724919
科研院所,科研/院所,37,542,41,1358.40549905
副部长,副/部长,17,324,66,648.590862327
外汇储备,外汇/储备,224,911,400,501.51104281
邓小平同志,邓小平/同志,232,1111,561,303.684002625
梢钥,梢/钥,12,242,38,1064.61635494
水土流失,水土/流失,27,36,271,2257.8902214
论辩,论/辩,34,1696,46,355.554424733
梢栽,梢/栽,10,242,58,581.256055856
赖以生存,赖以/生存,27,43,620,826.255701425
硬着陆,硬/着陆,13,237,30,1491.71068917
夺回,夺/回,10,26,283,1108.79450938
输往,输/往,32,69,217,1743.6206505
梢允,梢/允,16,242,100,539.405619835
梢圆,梢/圆,12,242,65,622.391099809
政企分开,政企/分开,132,187,241,2389.60507689
长江航运,长江/航运,10,272,86,348.773512312
经受住,经受/住,16,46,364,779.599617774
古籍出版社,古籍/出版社,10,12,1972,344.764621366
电子商务,电子/商务,637,1721,1000,301.973902963
正好相反,正好/相反,15,64,563,339.636017984
趋缓,趋/缓,66,307,165,1062.9980456
透析,透/析,10,85,95,1010.34179567
谋戎,谋/戎,12,233,54,778.112541726
深藏,深/藏,10,532,45,340.789891395
详见,详/见,36,63,993,469.486980291
平江府,平江/府,10,10,69,11823.9275362
Ｄ壳,Ｄ/壳,21,37,106,4368.40158083
卫斫,卫/斫,14,52,37,5936.54573805
良性循环,良性/循环,155,286,603,733.262040613
配股资格,配股/资格,16,49,120,2220.00272109
现金流通量,现金/流通量,10,414,34,579.604290992
瞧笠,瞧/笠,15,37,945,350.000429
工大学,工大/学,12,19,578,891.478054999
适度从紧,适度/从紧,16,458,38,750.035394162
协定生效,协定/生效,10,300,52,522.981410256
上证指数,上证/指数,14,17,753,892.267322865
硕士研究生,硕士/研究生,23,77,115,2119.09350649
募苹,募/苹,13,167,117,542.815036593
不能按时,不能/按时,11,568,35,451.426609658
最惠国待遇,最惠国/待遇,29,34,388,1793.48688599
铰缘,铰/缘,14,78,202,724.924727088
母锖,母/锖,22,577,25,1244.27882149
母镆,母/镆,21,577,30,989.767244367
批发零售,批发/零售,27,169,399,326.674333763
良性互动,良性/互动,22,286,148,424.038981289
剧烈动荡,剧烈/动荡,14,123,303,306.472242346
桑园产,桑园/产,10,55,329,450.870958828
党风廉政,党风/廉政,10,12,25,27195.0333333
柚贫,柚/贫,10,35,464,502.371305419
北京100872,北京/100872,19,898,27,639.328920234
俜⒄,俜/⒄,15,28,852,512.984783702
市委党校,市委/党校,26,106,94,2128.8765556
牧斓,牧/斓,10,172,100,474.331976744
峒苹,峒/苹,11,57,117,1345.68316089
24小时,24/小时,21,143,96,1248.02381993
工人阶级主人翁,工人阶级/主人翁,10,114,44,1626.49720893
濒临破产,濒临/破产,12,28,457,765.099406064
降息,降/息,75,859,125,569.861001164
库存积压,库存/积压,29,168,198,711.269811207
本报记者,本报/记者,10,23,228,1555.77993898
棵牛,棵/牛,13,137,171,452.72817689
带有普遍性,带有/普遍性,10,281,75,387.117912218
东欧中亚,东欧/中亚,28,364,150,418.385128205
奖得主,奖/得主,15,158,21,3688.29566004
勘辏,勘/辏,21,111,44,3507.95884521
列宁全集,列宁/全集,45,311,206,573.054272157
南方省份,南方/省份,30,261,179,523.888139729
槌刹,槌/刹,14,32,48,7436.14192708
1996—1997年度,1996—1997/年度,10,15,476,1142.64845938
非关税壁垒,非/关税壁垒,68,2001,80,346.563393303
罗默,罗/默,12,129,16,4743.31976744
俜峙,俜/峙,10,28,87,3349.14203612
集体议价,集体/议价,14,1055,32,338.326836493
迈入,迈/入,11,29,480,644.709841954
葱隆,葱/隆,13,129,67,1227.12750202
凶什,凶/什,12,88,175,635.728051948
Ｓ捎,Ｓ/捎,24,131,135,1107.1769296
陨淼,陨/淼,13,94,39,2893.08865248
同业拆借,同业/拆借,17,53,37,7072.65017848
诚实信用,诚实/信用,14,60,591,322.106993796
截稿,截/稿,11,19,239,1976.29619027
方向调节税,方向/调节税,15,1270,19,507.159759635
包袱沉重,包袱/沉重,12,110,170,523.540748663
张五常,张/五常,35,323,35,2525.85448916
宪法修正案,宪法/修正案,12,221,22,2013.61826409
横轴,横/轴,10,43,54,3513.57019811
特惠,特/惠,19,207,37,2023.91552422
级差地租,级差/地租,13,26,117,3486.54273504
战略性改组,战略性/改组,55,380,239,494.074047567
风俗习惯,风俗/习惯,16,33,276,1433.20333773
日常交往,日常/交往,15,141,269,322.649292098
战争创伤,战争/创伤,12,271,21,1720.29731154
迁往,迁/往,16,105,217,572.903928023
不可再生,不可/再生,24,690,85,333.852071611
蓬勃兴起,蓬勃/兴起,18,126,323,360.836355595
新闻媒体,新闻/媒体,13,85,163,765.504366655
辽宁大连,辽宁/大连,20,129,77,1642.70814457
笃笠,笃/笠,22,34,945,558.628135699
甚微,甚/微,27,256,199,432.395905308
何处去,何处/去,24,45,1293,336.520134055
败德行,败/德行,16,214,23,2652.09589598
花色品种,花色/品种,11,17,379,1392.88545709
北大方正,北大/方正,13,42,20,12626.2654762
混合寡头,混合/寡头,12,381,68,377.883742473
学术研讨会,学术/研讨会,35,439,142,458.063861529
台陆,台/陆,39,540,157,375.303007785
⒂攀,⒂/攀,10,70,174,669.828407225
城稻,城/稻,29,206,151,760.614640262
告别短缺,告别/短缺,17,46,817,369.045473897
即将到来,即将/到来,24,200,205,477.571317073
补亏,补/亏,23,147,70,1823.57366375
首创精神,首创/精神,10,23,803,441.740754778
弄清楚,弄/清楚,20,56,308,946.023886827
副院长,副/院长,23,324,47,1232.24146309
谔逯,谔/逯,10,50,233,700.301287554
净资产收益率,净资产/收益率,61,129,235,1641.65960746
统计局公布,统计局/公布,20,170,236,406.705383848
全员劳动生产率,全员/劳动生产率,31,46,561,980.058164768
需时日,需/时日,11,816,34,323.470335928
⒓际,⒓/际,47,96,389,1026.80476114
业绩操纵,业绩/操纵,35,366,153,509.92508661
中共中央党校,中共中央/党校,26,155,94,1455.87687028
鹊取,鹊/取,20,143,287,397.578519042
1.6倍,1.6/倍,12,27,1178,307.810224486
图们江,图们/江,49,53,184,4099.33336751
翻牌,翻/牌,13,94,94,1200.32401539
2010年远景,2010年/远景,30,177,48,2880.82980226
加入WTO,加入/WTO,425,860,753,535.434502301
罗马俱乐部,罗马/俱乐部,10,27,31,9747.32377539
遗留下来,遗留/下来,22,61,286,1028.81588903
边陲位置,边陲/位置,13,45,374,630.187938206
豢赡,豢/赡,29,103,188,1221.83841149
凸芾,凸/芾,17,152,190,480.244702216
蚕业主,蚕/业主,14,231,92,537.451251647
重新焕发,重新/焕发,10,768,33,321.910905934
撒哈拉以南,撒哈拉/以南,12,14,20,34965.0428571
⒒幼,⒒/幼,12,123,46,1730.33085896
芾砣,芾/砣,11,190,27,1749.38810916
芾砗,芾/砗,12,190,20,2576.37157895
芾砉,芾/砉,10,190,29,1480.67332123
兄凭,兄/凭,63,279,204,903.06087919
笠荡,笠/荡,17,945,45,326.148547913
兄乒,兄/乒,11,279,44,731.049283154
雁行形态,雁行/形态,13,24,824,536.309819984
飨裕,飨/裕,12,83,164,719.233911255
菇锥,菇/锥,10,42,94,2066.49189463
米粮,米/粮,14,194,146,403.2592148
胡鞍钢,胡/鞍钢,52,90,70,6734.00825397
平均每户,平均/每户,12,2100,15,310.800380952
刘溶沧,刘溶/沧,13,13,19,42939.5263158
笠翟,笠/翟,24,945,57,363.509217488
云南少数民族,云南/少数民族,16,121,242,445.789768458
兄频,兄/频,22,279,155,415.047334952
农耕,农/耕,59,430,163,686.762862035
杀荆,杀/荆,20,121,55,2451.84372652
拉丁语系,拉丁语/系,12,20,560,874.126071429
互渗,互/渗,16,145,17,5295.58458418
笠刀,笠/刀,14,945,38,318.070565302
属地原则,属地/原则,26,36,1955,301.394231316
报酬递增,报酬/递增,75,464,321,410.8176563
马克思主义创始人,马克思主义/创始人,21,985,49,354.975054387
借记,借/记,13,181,150,390.646887661
参考消息,参考/消息,20,574,73,389.409097418
华船,华/船,24,380,142,362.869236471
诺斯,诺/斯,40,234,320,435.81784188
募壑,募/壑,12,167,99,592.161858102
大江大河,大江/大河,18,24,27,22662.5277778
克林顿总统,克林顿/总统,14,116,166,593.161300374
芯浚,芯/浚,10,235,89,390.079368874
消费品零售额,消费品/零售额,36,719,62,658.859437391
严峻考验,严峻/考验,25,328,102,609.644757293
各个角落,各个/角落,14,760,29,518.235662432
笔者以为,笔者/以为,32,557,120,390.59293836
产业群组,产业群/组,21,58,313,943.751845323
捐杂费,捐/杂费,10,26,13,24137.6035503
英文摘要,英文/摘要,99,217,150,2481.39013825
厂长经理,厂长/经理,35,91,345,909.532887402
回归祖国,回归/祖国,44,409,276,318.002941072
净流出,净/流出,40,573,161,353.745027262
仔细观察,仔细/观察,10,54,347,435.399188814
不可阻挡,不可/阻挡,14,690,32,517.29682971
股东大会,股东/大会,38,368,105,802.337939959
抓住机遇,抓住/机遇,89,346,645,325.360662275
鹑谔,鹑/谔,16,367,50,711.368719346
鹑诜,鹑/诜,30,367,92,724.900189551
囊桓,囊/桓,41,243,213,646.262311868
六七石,六七/石,10,10,133,6134.21804511
放松银根,放松/银根,26,269,59,1336.53367778
鲜明对照,鲜明/对照,15,144,61,1393.18818306
并购潮,并购/潮,15,160,77,993.325081169
懒⒌,懒/⒌,12,39,103,2437.19492158
累进所得税,累进/所得税,14,38,178,1688.63305736
偏斜,偏/斜,17,459,52,581.09045584
导噬,导/噬,28,265,58,1486.26076773
鲜明对比,鲜明/对比,16,144,217,417.742447517
医疗保健,医疗/保健,32,374,88,793.24355858
上年同期,上年/同期,116,518,574,318.293073063
Ｕ庖,Ｕ/庖,23,265,151,468.938473073
迟迟未能,迟迟/未能,10,44,220,842.821280992
苏联解体,苏联/解体,33,685,105,374.321626694
根本大法,根本/大法,15,1671,17,430.801034956
惯例接轨,惯例/接轨,20,177,212,434.842234303
屯晟,屯/晟,24,58,59,5721.92402104
参考书目,参考/书目,12,574,18,947.56213705
1—6月,1—6/月,11,13,628,1099.26028907
起步晚,起步/晚,14,226,126,401.106686332
国富论,国富/论,42,44,1696,459.178575257
珠江三角洲,珠江/三角洲,141,172,188,3557.48982558
商机,商/机,73,625,176,541.428390909
外汇调剂,外汇/调剂,18,911,47,342.978676694
忧颗,忧/颗,14,130,34,2584.14343891
力役,力/役,10,382,23,928.580696563
乱罚款,乱/罚款,13,253,33,1270.33932207
朱ｒ,朱/ｒ,20,84,35,5550.00680272
达成共识,达成/共识,15,203,148,407.328085475
百货零售,百货/零售,11,39,399,576.721354669
Ｕ庑,Ｕ/庑,19,265,123,475.568921614
Ｕ庵,Ｕ/庵,23,265,123,575.688694585
Ｕ咸,Ｕ/咸,14,265,50,862.031245283
师夷,师/夷,15,42,61,4776.64519906
洋务运动,洋务/运动,21,29,686,861.207952146
忧慷,忧/慷,12,130,35,2151.69494505
欢咸,欢/咸,11,223,50,804.875426009
占有一席之地,占有/一席之地,19,713,34,639.434411352
龇ⅲ,龇/ⅲ,12,90,118,921.865536723
古典综合派,古典/综合派,16,661,16,1234.2677761
龇矫,龇/矫,30,90,295,921.865536723
扫清,扫/清,16,27,334,1447.50676425
引致,引/致,111,335,328,824.166918456
搞上去,搞/上去,19,802,36,536.892802715
公职人员,公职/人员,24,25,1956,400.417668712
颇具,颇/具,27,163,310,435.938590936
５诙,５/诙,23,265,101,701.086232019
海上丝绸之路,海上/丝绸之路,15,85,37,3891.18124006
湘潭大学,湘潭/大学,10,14,1403,415.360452092
增发国债,增发/国债,50,117,632,551.668154279
醚芯,醚/芯,13,90,235,501.468699764
晚清,晚/清,32,126,334,620.360041821
壳暗,壳/暗,18,106,88,1574.32654374
日用消费品,日用/消费品,12,42,719,324.200675541
工商时报,工商/时报,12,292,83,403.953292623
外溢,外/溢,77,1903,103,320.498176104
逼冢,逼/冢,14,104,117,938.684582512
暮旯,暮/旯,13,87,67,1819.53388231
IS曲线,IS/曲线,48,90,693,627.87955748
未署名,未/署名,11,1481,16,378.728941594
供需匹配,供需/匹配,10,168,52,933.895375458
纷繁复杂,纷繁/复杂,16,22,632,938.838895282
句话,句/话,86,163,239,1801.04181533
成套设备,成套/设备,19,28,1181,468.76645095
篇题为,篇/题为,15,312,30,1307.45352564
损失惨重,损失/惨重,10,665,16,766.777255639
公顷桑园,公顷/桑园,14,81,55,2563.84152637
法人财产权,法人/财产权,29,383,82,753.349009743
成正比,成/正比,36,1351,37,587.565487027
领导人员任期,领导人员/任期,14,56,40,5099.06875
TY厂,TY/厂,44,46,629,1240.66648234
空心化,空心/化,16,16,2496,326.86338141
门类齐全,门类/齐全,11,41,49,4467.07864609
水产养殖,水产/养殖,12,39,111,2261.54123354
相机抉择,相机/抉择,52,66,117,5493.94612795
苯油,苯/油,13,111,65,1470.0018018
天毛,天/毛,11,364,70,352.211970173
生物医药,生物/医药,14,268,101,421.971109798
自我毁灭,自我/毁灭,11,546,29,566.777883037
产能过剩,产能/过剩,15,23,1435,370.785184063
希望寄托,希望/寄托,11,443,25,810.326049661
合规,合/规,12,228,110,390.359330144
临夏州,临夏/州,12,17,158,3644.90394639
终身雇佣,终身/雇佣,10,58,140,1004.74261084
失范,失/范,16,115,74,1533.91492362
云南财贸,云南/财贸,10,121,77,875.658473758
中坚力量,中坚/力量,12,20,1432,341.837011173
财会通讯,财会/通讯,10,53,483,318.70424626
叫政治课,叫/政治课,10,128,20,3186.91796875
系副教授,系/副教授,24,560,107,326.776101469
1891年拱北,1891年/拱北,10,12,64,10623.0598958
耗散,耗/散,19,60,85,3039.44490196
当代亚太,当代/亚太,13,559,42,451.744739756
生产能力利用率,生产能力/利用率,41,488,127,539.723296115
归国家所有,归/国家所有,10,189,22,1962.12361712
囊恍,囊/恍,16,243,141,380.982867817
免征关税,免征/关税,15,42,740,393.750482625
麻省理工学院,麻省/理工学院,11,13,12,57527.9551282
５谌,５/谌,25,265,164,469.311435803
加州大学,加州/大学,13,18,1403,419.975568227
长江三角洲,长江/三角洲,39,272,188,622.22678739
水下考古,水下/考古,11,31,99,2924.19713262
跳票,跳/票,21,81,162,1305.66003658
集粹法,集粹/法,24,26,1585,475.137685028
⑵笠,⑵/笠,23,58,945,342.356741471
嚼丛,嚼/丛,25,56,136,2678.08232668
大学法学院,大学/法学院,14,1403,21,387.669755286
信孚,信/孚,15,128,15,6373.8359375
值得深思,值得/深思,12,483,45,450.435334714
闹魈,闹/魈,22,366,107,458.319850876
矫娴,矫/娴,57,295,183,861.415337594
政法系,政法/系,10,23,560,633.424689441
建制镇,建制/镇,21,45,184,2069.18731884
闹圃,闹/圃,13,366,68,426.151679524
慕嵌,慕/嵌,26,233,132,689.690661985
注意力放,注意力/放,14,69,516,320.804235479
闹匾,闹/匾,59,366,217,606.068960741
7月1日,7月/1日,36,322,153,596.164413592
前面提到,前面/提到,15,190,147,438.158431794
百万台,百万/台,12,59,540,307.288512241
清乾隆,清/乾隆,10,334,30,814.22255489
广告宣传,广告/宣传,26,146,293,495.865304596
硬道理,硬/道理,25,237,147,585.443755561
罗斯福新政,罗斯福/新政,11,29,38,8143.70326679
创业板,创业/板,52,535,177,448.009419716
供需差额,供需/差额,20,168,140,693.75085034
敕枪,敕/枪,11,87,185,557.586890339
化学纤维制造业,化学纤维/制造业,13,16,1266,523.601056477
内容提要,内容/提要,500,2163,502,375.682199542
打下坚实,打下/坚实,10,73,121,923.639759991
拉氏,拉/氏,17,345,120,335.011280193
斯比特,斯/比特,10,320,18,1416.40798611
攸关,攸/关,16,16,321,2541.59190031
宗教信仰,宗教/信仰,11,128,56,1252.00348772
主观能动性,主观/能动性,16,244,31,1725.75568482
康德拉捷夫长波,康德拉捷夫/长波,10,12,87,7814.66475096
暹罗,暹/罗,10,11,129,5749.47850599
回归方程,回归/方程,38,409,211,359.243305253
江西财经,江西/财经,10,57,339,422.21756456
赖陆,赖/陆,17,158,157,559.117431267
谥泄,谥/泄,22,118,401,379.321230821
发文量,发文/量,24,36,1253,434.078744347
带料,带/料,12,275,79,450.642669735
证监,证/监,42,135,70,3626.00444444
地中海沿岸,地中海/沿岸,18,42,64,5463.28794643
副行长,副/行长,14,324,54,652.83001829
支高素质,支/高素质,10,148,30,1837.50225225
收缩战线,收缩/战线,23,287,94,695.550930388
少数民族聚居,少数民族/聚居,11,242,13,2852.62587413
紧密相连,紧密/相连,16,426,41,747.372953166
紧密相联,紧密/相联,18,426,36,957.571596244
LM曲线,LM/曲线,55,91,693,711.539333682
战时共产主义,战时/共产主义,16,44,164,1808.98226164
天津300071,天津/300071,10,251,11,2954.91126403
证伪,证/伪,17,135,87,1180.88267348
谐∈,谐/∈,25,832,37,662.560908264
谐∫,谐/∫,14,832,25,549.130480769
谐≈,谐/≈,34,832,45,740.890331197
谐⌒,谐/⌒,19,832,30,621.040424679
迷诵,迷/诵,21,164,127,822.588390628
年薪制,年薪/制,26,48,1241,356.099348644
民族自治地方,民族自治/地方,24,30,2064,316.221317829
吃穿,吃/穿,15,265,61,757.053201361
犯错误,犯/错误,12,61,373,430.282248495
依法治国,依法/治国,14,268,39,1092.79697666
牛津大学,牛津/大学,18,23,1403,455.090582293
谡庵智,谡/庵智,10,114,12,5963.82309942
抗芾,抗/芾,10,75,190,572.527017544
原文出处,原文/出处,1345,1354,1356,597.660812168
产学研联合,产学研/联合,18,50,695,422.599079137
睦砺,睦/砺,21,194,125,706.51014433
睦投,睦/投,43,194,415,435.742056887
1月1日,1月/1日,59,275,153,1144.03348782
拉美经委会,拉美/经委会,19,507,19,1609.17357002
副总理,副/总理,26,324,122,536.63544829
半边陲,半/边陲,16,520,45,557.846837607
⒖蒲,⒖/蒲,10,40,104,1961.18028846
＠⑤,＠/⑤,11,335,87,307.921118545
ISO14000认证,ISO14000/认证,10,30,70,3885.0047619
巴达维亚城日记,巴达维亚城/日记,13,13,20,40792.55
蠖嗍,蠖/嗍,14,46,52,4775.04765886
运距,运/距,13,190,53,1053.23366435
杖氩,杖/氩,12,182,49,1097.8035434
杖氲,杖/氲,19,182,70,1216.7322606
人均纯收入,人均/纯收入,123,1299,165,468.190790118
Ｈ绻,Ｈ/绻,38,166,147,1270.48348496
长崎华,长崎/华,10,46,380,466.733981693
商务印书馆,商务/印书馆,160,1000,160,815.851
际酰,际/酰,10,389,39,537.770087667
私营企业主,私营/企业主,48,1362,73,393.869289723
际跎,际/跎,13,389,64,426.014741324
际跞,际/跞,13,389,16,1704.0589653
窍缇,窍/缇,10,80,20,5099.06875
际踅,际/踅,15,389,26,1209.98269725
Ｈ嗣,Ｈ/嗣,10,166,116,423.686643124
敢苟同,敢/苟同,10,164,14,3553.35801394
压延加工业,压延/加工业,24,34,428,1345.54865311
西海岸,西/海岸,14,200,20,2855.4785
对内对外,对内/对外,11,26,964,358.057812001
复杂多变,复杂/多变,15,632,48,403.407337816
沪深,沪/深,33,156,532,324.405762001
油蹲,油/蹲,10,65,248,506.111042184
电子邮件,电子/邮件,15,1721,22,323.220247214
华尔街日报,华尔街/日报,13,31,166,2061.03050913
东南亚诸国,东南亚/诸国,10,722,34,332.34927489
楔入,楔/入,66,66,480,1699.68958333
诱致,诱/致,40,77,328,1292.13018689
订立合同,订立/合同,12,50,531,368.746214689
赂谥,赂/谥,10,49,118,1411.01867866
违法违纪,违法/违纪,10,100,29,2813.27931034
邮电通讯,邮电/通讯,21,89,483,398.559355154
上级主管,上级/主管,16,108,233,518.741694484
西雅图会议,西雅图/会议,25,42,670,724.814321251
经济法入门,经济法/入门,10,341,16,1495.32807918
律师事务所,律师/事务所,13,32,51,6498.81311275
览涤,览/涤,11,61,117,1257.44164215
陈郁,陈/郁,10,141,14,4132.98378926
超越国界,超越/国界,21,293,152,384.69712143
东中西,东/中西,10,441,30,616.667422525
温氏集团,温氏/集团,17,17,1484,549.764824798
学术月刊,学术/月刊,16,439,48,619.476841306
吃皇粮,吃/皇粮,12,265,13,2841.86124819
违法违规,违法/违规,10,100,50,1631.702
妥善处理,妥善/处理,14,40,932,306.381813305
卷上册,卷/上册,11,1081,16,518.8691605
＠④,＠/④,21,335,129,396.456577577
＠②,＠/②,41,335,257,388.523038504
溢价,溢/价,16,103,235,539.294195414
施政报告,施政/报告,13,19,1333,418.765072847
ｎ＠①,ｎ＠/①,13,29,523,699.285488231
南方谈话,南方/谈话,13,261,57,712.916784298
一手抓,一手/抓,13,34,248,1257.83479602
辖玻,辖/玻,10,80,43,2371.65988372
租金耗费,租金/耗费,14,122,116,807.088326738
墙鹑,墙/鹑,13,105,241,419.129144438
回事,回/事,41,252,432,307.263108098
九届人大,九届/人大,24,31,77,8202.94260578
市盈率,市/盈率,43,788,43,1035.34390863
初露端倪,初/露端倪,13,1127,15,627.392073351
分灶吃饭,分/灶吃饭,12,899,12,907.50945495
回稳,回/稳,13,252,128,328.808996776
科学院研究生院,科学院/研究生院,11,292,14,2195.29378669
ｏ＠①望,ｏ＠①/望,18,39,58,6492.18302387
澳葡当局,澳葡/当局,21,90,362,525.870810313
逯疲,逯/疲,13,126,162,519.599402312
姆峙,姆/峙,10,217,51,737.192554441
相差甚远,相差甚/远,25,28,574,1269.05643355
冗余人员,冗余/人员,14,21,1727,314.939586952
城乡购买力动态平衡,城乡/购买力动态平衡,22,1203,24,621.665350513
选精法,选精/法,27,29,1561,486.601802558
匀皇,匀/皇,12,154,177,359.168390931
岷掀鹄,岷掀/鹄,12,14,43,16262.8106312
Ｈ欢,Ｈ/欢,13,118,212,423.971178446
⒄挂,⒄/挂,13,244,85,511.382015429
⒄构,⒄/构,18,244,120,501.547745902
抵校,抵/校,13,202,172,305.26315335
马克思主义经典作家,马克思主义/经典作家,31,964,45,583.019386814
原始凭证,原始/凭证,16,203,91,706.632165864
波罗的海沿岸各国,波罗的海沿岸/各国,14,18,2016,314.757330247
编制现金流量表,编制/现金流量表,13,179,45,1316.70552452
宋代江南亩产量,宋代江南/亩产量,11,67,100,1339.45686567
⒄怪泄,⒄怪/泄,45,76,365,1323.47855083
法定存款准备金,法定/存款准备金,10,93,46,1907.08508649
易货,易/货,25,289,186,379.437344198
高素质人才,高素质/人才,13,20,1638,323.750396825
毛泽东同志,毛泽东/同志,15,238,166,309.754100435
研究所研究员,研究所/研究员,23,430,124,351.923724681
研究所副所长,研究所/副所长,10,430,15,1264.88527132
荷兰殖民者,荷兰殖民/者,12,14,2258,309.699228141
长青水果场,长青水果/场,11,11,490,1665.00204082
Ｎ颐侨衔,Ｎ颐/侨衔,11,31,19,15236.6061121
布雷顿森林,布雷/顿森林,19,19,20,40792.55
